font,xpr,character,codepoint,glyph_index
JPN000E,000ebbe8.xpr,男,U+7537,388
JPN000E,000ebbe8.xpr,発,U+767A,389
JPN000E,000ebbe8.xpr,的,U+7684,390
JPN000E,000ebbe8.xpr,目,U+76EE,391
JPN000E,000ebbe8.xpr,相,U+76F8,392
JPN000E,000ebbe8.xpr,眠,U+7720,393
JPN000E,000ebbe8.xpr,砲,U+7832,394
JPN000E,000ebbe8.xpr,破,U+7834,395
JPN000E,000ebbe8.xpr,確,U+78BA,396
JPN000E,000ebbe8.xpr,私,U+79C1,397
JPN000E,000ebbe8.xpr,箱,U+7BB1,398
JPN000E,000ebbe8.xpr,範,U+7BC4,399
JPN000E,000ebbe8.xpr,系,U+7CFB,400
JPN000E,000ebbe8.xpr,終,U+7D42,401
JPN000E,000ebbe8.xpr,絆,U+7D46,402
JPN000E,000ebbe8.xpr,結,U+7D50,403
JPN000E,000ebbe8.xpr,絶,U+7D76,404
JPN000E,000ebbe8.xpr,綺,U+7DBA,405
JPN000E,000ebbe8.xpr,線,U+7DDA,406
JPN000E,000ebbe8.xpr,翻,U+7FFB,407
JPN000E,000ebbe8.xpr,者,U+8005,408
JPN000E,000ebbe8.xpr,耳,U+8033,409
JPN000E,000ebbe8.xpr,能,U+80FD,410
JPN000E,000ebbe8.xpr,自,U+81EA,411
JPN000E,000ebbe8.xpr,良,U+826F,412
JPN000E,000ebbe8.xpr,英,U+82F1,413
JPN000E,000ebbe8.xpr,蛇,U+86C7,414
JPN000E,000ebbe8.xpr,行,U+884C,415
JPN000E,000ebbe8.xpr,要,U+8981,416
JPN000E,000ebbe8.xpr,見,U+898B,417
JPN000E,000ebbe8.xpr,訳,U+8A33,418
JPN000E,000ebbe8.xpr,詰,U+8A70,419
JPN000E,000ebbe8.xpr,認,U+8A8D,420
JPN000E,000ebbe8.xpr,語,U+8A9E,421
JPN000E,000ebbe8.xpr,足,U+8DB3,422
JPN000E,000ebbe8.xpr,転,U+8EE2,423
JPN000E,000ebbe8.xpr,追,U+8FFD,424
JPN000E,000ebbe8.xpr,通,U+901A,425
JPN000E,000ebbe8.xpr,遅,U+9045,426
JPN000E,000ebbe8.xpr,道,U+9053,427
JPN000E,000ebbe8.xpr,達,U+9054,428
JPN000E,000ebbe8.xpr,適,U+9069,429
JPN000E,000ebbe8.xpr,邪,U+90AA,430
JPN000E,000ebbe8.xpr,郎,U+90CE,431
JPN000E,000ebbe8.xpr,配,U+914D,432
JPN000E,000ebbe8.xpr,重,U+91CD,433
JPN000E,000ebbe8.xpr,野,U+91CE,434
JPN000E,000ebbe8.xpr,閃,U+9583,435
JPN000E,000ebbe8.xpr,閉,U+9589,436
JPN000E,000ebbe8.xpr,開,U+958B,437
JPN000E,000ebbe8.xpr,間,U+9593,438
JPN000E,000ebbe8.xpr,降,U+964D,439
JPN000E,000ebbe8.xpr,隠,U+96A0,440
JPN000E,000ebbe8.xpr,離,U+96E2,441
JPN000E,000ebbe8.xpr,非,U+975E,442
JPN000E,000ebbe8.xpr,音,U+97F3,443
JPN000E,000ebbe8.xpr,響,U+97FF,444
JPN000E,000ebbe8.xpr,麗,U+9E97,445
JPN000E,000ebbe8.xpr,！,U+FF01,446
JPN000E,000ebbe8.xpr,（,U+FF08,447
JPN000E,000ebbe8.xpr,）,U+FF09,448
JPN000E,000ebbe8.xpr,－,U+FF0D,449
JPN000E,000ebbe8.xpr,：,U+FF1A,450
JPN000E,000ebbe8.xpr,？,U+FF1F,451
JPN000E,000ebbe8.xpr,Ａ,U+FF21,452
JPN000E,000ebbe8.xpr,Ｋ,U+FF2B,453
JPN000E,000ebbe8.xpr,ｄ,U+FF44,454
JPN000E,000ebbe8.xpr,ｋ,U+FF4B,455
JPN000E,000ebbe8.xpr,ｔ,U+FF54,456
JPN000E,000ebbe8.xpr,｜,U+FF5C,457
JPN000E,000ebbe8.xpr,～,U+FF5E,458
JPN001C,001cbbd1.xpr, ,U+0020,1
JPN001C,001cbbd1.xpr,(,U+0028,2
JPN001C,001cbbd1.xpr,),U+0029,3
JPN001C,001cbbd1.xpr,-,U+002D,4
JPN001C,001cbbd1.xpr,.,U+002E,5
JPN001C,001cbbd1.xpr,0,U+0030,6
JPN001C,001cbbd1.xpr,1,U+0031,7
JPN001C,001cbbd1.xpr,2,U+0032,8
JPN001C,001cbbd1.xpr,:,U+003A,9
JPN001C,001cbbd1.xpr,A,U+0041,10
JPN001C,001cbbd1.xpr,B,U+0042,11
JPN001C,001cbbd1.xpr,C,U+0043,12
JPN001C,001cbbd1.xpr,D,U+0044,13
JPN001C,001cbbd1.xpr,E,U+0045,14
JPN001C,001cbbd1.xpr,F,U+0046,15
JPN001C,001cbbd1.xpr,G,U+0047,16
JPN001C,001cbbd1.xpr,H,U+0048,17
JPN001C,001cbbd1.xpr,I,U+0049,18
JPN001C,001cbbd1.xpr,K,U+004B,19
JPN001C,001cbbd1.xpr,L,U+004C,20
JPN001C,001cbbd1.xpr,M,U+004D,21
JPN001C,001cbbd1.xpr,N,U+004E,22
JPN001C,001cbbd1.xpr,O,U+004F,23
JPN001C,001cbbd1.xpr,P,U+0050,24
JPN001C,001cbbd1.xpr,R,U+0052,25
JPN001C,001cbbd1.xpr,S,U+0053,26
JPN001C,001cbbd1.xpr,T,U+0054,27
JPN001C,001cbbd1.xpr,U,U+0055,28
JPN001C,001cbbd1.xpr,W,U+0057,29
JPN001C,001cbbd1.xpr,`,U+0060,30
JPN001C,001cbbd1.xpr,a,U+0061,31
JPN001C,001cbbd1.xpr,b,U+0062,32
JPN001C,001cbbd1.xpr,e,U+0065,33
JPN001C,001cbbd1.xpr,i,U+0069,34
JPN001C,001cbbd1.xpr,l,U+006C,35
JPN001C,001cbbd1.xpr,n,U+006E,36
JPN001C,001cbbd1.xpr,o,U+006F,37
JPN001C,001cbbd1.xpr,r,U+0072,38
JPN001C,001cbbd1.xpr,t,U+0074,39
JPN001C,001cbbd1.xpr,y,U+0079,40
JPN001C,001cbbd1.xpr,®,U+00AE,41
JPN001C,001cbbd1.xpr,“,U+201C,42
JPN001C,001cbbd1.xpr,”,U+201D,43
JPN001C,001cbbd1.xpr,…,U+2026,44
JPN001C,001cbbd1.xpr,、,U+3001,45
JPN001C,001cbbd1.xpr,。,U+3002,46
JPN001C,001cbbd1.xpr,々,U+3005,47
JPN001C,001cbbd1.xpr,『,U+300E,48
JPN001C,001cbbd1.xpr,』,U+300F,49
JPN001C,001cbbd1.xpr,あ,U+3042,50
JPN001C,001cbbd1.xpr,い,U+3044,51
JPN001C,001cbbd1.xpr,う,U+3046,52
JPN001C,001cbbd1.xpr,え,U+3048,53
JPN001C,001cbbd1.xpr,お,U+304A,54
JPN001C,001cbbd1.xpr,か,U+304B,55
JPN001C,001cbbd1.xpr,が,U+304C,56
JPN001C,001cbbd1.xpr,き,U+304D,57
JPN001C,001cbbd1.xpr,く,U+304F,58
JPN001C,001cbbd1.xpr,ぐ,U+3050,59
JPN001C,001cbbd1.xpr,け,U+3051,60
JPN001C,001cbbd1.xpr,げ,U+3052,61
JPN001C,001cbbd1.xpr,こ,U+3053,62
JPN001C,001cbbd1.xpr,ご,U+3054,63
JPN001C,001cbbd1.xpr,さ,U+3055,64
JPN001C,001cbbd1.xpr,し,U+3057,65
JPN001C,001cbbd1.xpr,じ,U+3058,66
JPN001C,001cbbd1.xpr,す,U+3059,67
JPN001C,001cbbd1.xpr,ず,U+305A,68
JPN001C,001cbbd1.xpr,せ,U+305B,69
JPN001C,001cbbd1.xpr,そ,U+305D,70
JPN001C,001cbbd1.xpr,ぞ,U+305E,71
JPN001C,001cbbd1.xpr,た,U+305F,72
JPN001C,001cbbd1.xpr,だ,U+3060,73
JPN001C,001cbbd1.xpr,ち,U+3061,74
JPN001C,001cbbd1.xpr,っ,U+3063,75
JPN001C,001cbbd1.xpr,つ,U+3064,76
JPN001C,001cbbd1.xpr,て,U+3066,77
JPN001C,001cbbd1.xpr,で,U+3067,78
JPN001C,001cbbd1.xpr,と,U+3068,79
JPN001C,001cbbd1.xpr,ど,U+3069,80
JPN001C,001cbbd1.xpr,な,U+306A,81
JPN001C,001cbbd1.xpr,に,U+306B,82
JPN001C,001cbbd1.xpr,ぬ,U+306C,83
JPN001C,001cbbd1.xpr,の,U+306E,84
JPN001C,001cbbd1.xpr,は,U+306F,85
JPN001C,001cbbd1.xpr,ば,U+3070,86
JPN001C,001cbbd1.xpr,ひ,U+3072,87
JPN001C,001cbbd1.xpr,び,U+3073,88
JPN001C,001cbbd1.xpr,ぶ,U+3076,89
JPN001C,001cbbd1.xpr,ぼ,U+307C,90
JPN001C,001cbbd1.xpr,ま,U+307E,91
JPN001C,001cbbd1.xpr,み,U+307F,92
JPN001C,001cbbd1.xpr,め,U+3081,93
JPN001C,001cbbd1.xpr,も,U+3082,94
JPN001C,001cbbd1.xpr,ゃ,U+3083,95
JPN001C,001cbbd1.xpr,や,U+3084,96
JPN001C,001cbbd1.xpr,よ,U+3088,97
JPN001C,001cbbd1.xpr,ら,U+3089,98
JPN001C,001cbbd1.xpr,り,U+308A,99
JPN001C,001cbbd1.xpr,る,U+308B,100
JPN001C,001cbbd1.xpr,れ,U+308C,101
JPN001C,001cbbd1.xpr,ろ,U+308D,102
JPN001C,001cbbd1.xpr,わ,U+308F,103
JPN001C,001cbbd1.xpr,を,U+3092,104
JPN001C,001cbbd1.xpr,ん,U+3093,105
JPN001C,001cbbd1.xpr,ィ,U+30A3,106
JPN001C,001cbbd1.xpr,イ,U+30A4,107
JPN001C,001cbbd1.xpr,キ,U+30AD,108
JPN001C,001cbbd1.xpr,ク,U+30AF,109
JPN001C,001cbbd1.xpr,ゲ,U+30B2,110
JPN001C,001cbbd1.xpr,サ,U+30B5,111
JPN001C,001cbbd1.xpr,ザ,U+30B6,112
JPN001C,001cbbd1.xpr,シ,U+30B7,113
JPN001C,001cbbd1.xpr,ス,U+30B9,114
JPN001C,001cbbd1.xpr,セ,U+30BB,115
JPN001C,001cbbd1.xpr,タ,U+30BF,116
JPN001C,001cbbd1.xpr,ダ,U+30C0,117
JPN001C,001cbbd1.xpr,ッ,U+30C3,118
JPN001C,001cbbd1.xpr,テ,U+30C6,119
JPN001C,001cbbd1.xpr,デ,U+30C7,120
JPN001C,001cbbd1.xpr,ト,U+30C8,121
JPN001C,001cbbd1.xpr,ニ,U+30CB,122
JPN001C,001cbbd1.xpr,ハ,U+30CF,123
JPN001C,001cbbd1.xpr,バ,U+30D0,124
JPN001C,001cbbd1.xpr,パ,U+30D1,125
JPN001C,001cbbd1.xpr,ブ,U+30D6,126
JPN001C,001cbbd1.xpr,プ,U+30D7,127
JPN001C,001cbbd1.xpr,ボ,U+30DC,128
JPN001C,001cbbd1.xpr,ム,U+30E0,129
JPN001C,001cbbd1.xpr,メ,U+30E1,130
JPN001C,001cbbd1.xpr,ャ,U+30E3,131
JPN001C,001cbbd1.xpr,ュ,U+30E5,132
JPN001C,001cbbd1.xpr,ラ,U+30E9,133
JPN001C,001cbbd1.xpr,リ,U+30EA,134
JPN001C,001cbbd1.xpr,ル,U+30EB,135
JPN001C,001cbbd1.xpr,レ,U+30EC,136
JPN001C,001cbbd1.xpr,ン,U+30F3,137
JPN001C,001cbbd1.xpr,・,U+30FB,138
JPN001C,001cbbd1.xpr,ー,U+30FC,139
JPN001C,001cbbd1.xpr,一,U+4E00,140
JPN001C,001cbbd1.xpr,下,U+4E0B,141
JPN001C,001cbbd1.xpr,世,U+4E16,142
JPN001C,001cbbd1.xpr,中,U+4E2D,143
JPN001C,001cbbd1.xpr,争,U+4E89,144
JPN001C,001cbbd1.xpr,事,U+4E8B,145
JPN001C,001cbbd1.xpr,互,U+4E92,146
JPN001C,001cbbd1.xpr,人,U+4EBA,147
JPN001C,001cbbd1.xpr,他,U+4ED6,148
JPN001C,001cbbd1.xpr,付,U+4ED8,149
JPN001C,001cbbd1.xpr,代,U+4EE3,150
JPN001C,001cbbd1.xpr,仲,U+4EF2,151
JPN001C,001cbbd1.xpr,任,U+4EFB,152
JPN001C,001cbbd1.xpr,何,U+4F55,153
JPN001C,001cbbd1.xpr,作,U+4F5C,154
JPN001C,001cbbd1.xpr,使,U+4F7F,155
JPN001C,001cbbd1.xpr,供,U+4F9B,156
JPN001C,001cbbd1.xpr,保,U+4FDD,157
JPN001C,001cbbd1.xpr,俺,U+4FFA,158
JPN001C,001cbbd1.xpr,偉,U+5049,159
JPN001C,001cbbd1.xpr,僕,U+50D5,160
JPN001C,001cbbd1.xpr,全,U+5168,161
JPN001C,001cbbd1.xpr,共,U+5171,162
JPN001C,001cbbd1.xpr,兵,U+5175,163
JPN001C,001cbbd1.xpr,内,U+5185,164
JPN001C,001cbbd1.xpr,出,U+51FA,165
JPN001C,001cbbd1.xpr,分,U+5206,166
JPN001C,001cbbd1.xpr,初,U+521D,167
JPN001C,001cbbd1.xpr,利,U+5229,168
JPN001C,001cbbd1.xpr,前,U+524D,169
JPN001C,001cbbd1.xpr,創,U+5275,170
JPN001C,001cbbd1.xpr,力,U+529B,171
JPN001C,001cbbd1.xpr,功,U+529F,172
JPN001C,001cbbd1.xpr,務,U+52D9,173
JPN001C,001cbbd1.xpr,勝,U+52DD,174
JPN001C,001cbbd1.xpr,化,U+5316,175
JPN001C,001cbbd1.xpr,北,U+5317,176
JPN001C,001cbbd1.xpr,千,U+5343,177
JPN001C,001cbbd1.xpr,南,U+5357,178
JPN001C,001cbbd1.xpr,博,U+535A,179
JPN001C,001cbbd1.xpr,去,U+53BB,180
JPN001C,001cbbd1.xpr,同,U+540C,181
JPN001C,001cbbd1.xpr,名,U+540D,182
JPN001C,001cbbd1.xpr,向,U+5411,183
JPN001C,001cbbd1.xpr,味,U+5473,184
JPN001C,001cbbd1.xpr,命,U+547D,185
JPN001C,001cbbd1.xpr,和,U+548C,186
JPN001C,001cbbd1.xpr,嘆,U+5606,187
JPN001C,001cbbd1.xpr,器,U+5668,188
JPN001C,001cbbd1.xpr,国,U+56FD,189
JPN001C,001cbbd1.xpr,在,U+5728,190
JPN001C,001cbbd1.xpr,地,U+5730,191
JPN001C,001cbbd1.xpr,基,U+57FA,192
JPN001C,001cbbd1.xpr,堕,U+5815,193
JPN001C,001cbbd1.xpr,場,U+5834,194
JPN001C,001cbbd1.xpr,墜,U+589C,195
JPN001C,001cbbd1.xpr,士,U+58EB,196
JPN001C,001cbbd1.xpr,声,U+58F0,197
JPN001C,001cbbd1.xpr,売,U+58F2,198
JPN001C,001cbbd1.xpr,変,U+5909,199
JPN001C,001cbbd1.xpr,多,U+591A,200
JPN001C,001cbbd1.xpr,大,U+5927,201
JPN001C,001cbbd1.xpr,失,U+5931,202
JPN001C,001cbbd1.xpr,女,U+5973,203
JPN001C,001cbbd1.xpr,奴,U+5974,204
JPN001C,001cbbd1.xpr,始,U+59CB,205
JPN001C,001cbbd1.xpr,子,U+5B50,206
JPN001C,001cbbd1.xpr,存,U+5B58,207
JPN001C,001cbbd1.xpr,守,U+5B88,208
JPN001C,001cbbd1.xpr,完,U+5B8C,209
JPN001C,001cbbd1.xpr,実,U+5B9F,210
JPN001C,001cbbd1.xpr,家,U+5BB6,211
JPN001C,001cbbd1.xpr,容,U+5BB9,212
JPN001C,001cbbd1.xpr,宿,U+5BBF,213
JPN001C,001cbbd1.xpr,寄,U+5BC4,214
JPN001C,001cbbd1.xpr,察,U+5BDF,215
JPN001C,001cbbd1.xpr,対,U+5BFE,216
JPN001C,001cbbd1.xpr,導,U+5C0E,217
JPN001C,001cbbd1.xpr,屍,U+5C4D,218
JPN001C,001cbbd1.xpr,左,U+5DE6,219
JPN001C,001cbbd1.xpr,帯,U+5E2F,220
JPN001C,001cbbd1.xpr,平,U+5E73,221
JPN001C,001cbbd1.xpr,年,U+5E74,222
JPN001C,001cbbd1.xpr,府,U+5E9C,223
JPN001C,001cbbd1.xpr,度,U+5EA6,224
JPN001C,001cbbd1.xpr,延,U+5EF6,225
JPN001C,001cbbd1.xpr,弄,U+5F04,226
JPN001C,001cbbd1.xpr,彼,U+5F7C,227
JPN001C,001cbbd1.xpr,必,U+5FC5,228
JPN001C,001cbbd1.xpr,志,U+5FD7,229
JPN001C,001cbbd1.xpr,忠,U+5FE0,230
JPN001C,001cbbd1.xpr,思,U+601D,231
JPN001C,001cbbd1.xpr,情,U+60C5,232
JPN001C,001cbbd1.xpr,想,U+60F3,233
JPN001C,001cbbd1.xpr,意,U+610F,234
JPN001C,001cbbd1.xpr,愛,U+611B,235
JPN001C,001cbbd1.xpr,感,U+611F,236
JPN001C,001cbbd1.xpr,態,U+614B,237
JPN001C,001cbbd1.xpr,成,U+6210,238
JPN001C,001cbbd1.xpr,我,U+6211,239
JPN001C,001cbbd1.xpr,戦,U+6226,240
JPN001C,001cbbd1.xpr,戻,U+623B,241
JPN001C,001cbbd1.xpr,手,U+624B,242
JPN001C,001cbbd1.xpr,扱,U+6271,243
JPN001C,001cbbd1.xpr,抑,U+6291,244
JPN001C,001cbbd1.xpr,抜,U+629C,245
JPN001C,001cbbd1.xpr,択,U+629E,246
JPN001C,001cbbd1.xpr,指,U+6307,247
JPN001C,001cbbd1.xpr,排,U+6392,248
JPN001C,001cbbd1.xpr,政,U+653F,249
JPN001C,001cbbd1.xpr,数,U+6570,250
JPN001C,001cbbd1.xpr,敵,U+6575,251
JPN001C,001cbbd1.xpr,新,U+65B0,252
JPN001C,001cbbd1.xpr,明,U+660E,253
JPN001C,001cbbd1.xpr,時,U+6642,254
JPN001C,001cbbd1.xpr,暴,U+66B4,255
JPN001C,001cbbd1.xpr,最,U+6700,256
JPN001C,001cbbd1.xpr,望,U+671B,257
JPN001C,001cbbd1.xpr,期,U+671F,258
JPN001C,001cbbd1.xpr,末,U+672B,259
JPN001C,001cbbd1.xpr,本,U+672C,260
JPN001C,001cbbd1.xpr,来,U+6765,261
JPN001C,001cbbd1.xpr,械,U+68B0,262
JPN001C,001cbbd1.xpr,棄,U+68C4,263
JPN001C,001cbbd1.xpr,森,U+68EE,264
JPN001C,001cbbd1.xpr,構,U+69CB,265
JPN001C,001cbbd1.xpr,標,U+6A19,266
JPN001C,001cbbd1.xpr,権,U+6A29,267
JPN001C,001cbbd1.xpr,機,U+6A5F,268
JPN001C,001cbbd1.xpr,欲,U+6B32,269
JPN001C,001cbbd1.xpr,止,U+6B62,270
JPN001C,001cbbd1.xpr,正,U+6B63,271
JPN001C,001cbbd1.xpr,歩,U+6B69,272
JPN001C,001cbbd1.xpr,死,U+6B7B,273
JPN001C,001cbbd1.xpr,殺,U+6BBA,274
JPN001C,001cbbd1.xpr,気,U+6C17,275
JPN001C,001cbbd1.xpr,渡,U+6E21,276
JPN001C,001cbbd1.xpr,物,U+7269,277
JPN001C,001cbbd1.xpr,犯,U+72AF,278
JPN001C,001cbbd1.xpr,状,U+72B6,279
JPN001C,001cbbd1.xpr,獄,U+7344,280
JPN001C,001cbbd1.xpr,現,U+73FE,281
JPN001C,001cbbd1.xpr,理,U+7406,282
JPN001C,001cbbd1.xpr,生,U+751F,283
JPN001C,001cbbd1.xpr,用,U+7528,284
JPN001C,001cbbd1.xpr,由,U+7531,285
JPN001C,001cbbd1.xpr,界,U+754C,286
JPN001C,001cbbd1.xpr,異,U+7570,287
JPN001C,001cbbd1.xpr,病,U+75C5,288
JPN001C,001cbbd1.xpr,皆,U+7686,289
JPN001C,001cbbd1.xpr,目,U+76EE,290
JPN001C,001cbbd1.xpr,真,U+771F,291
JPN001C,001cbbd1.xpr,知,U+77E5,292
JPN001C,001cbbd1.xpr,研,U+7814,293
JPN001C,001cbbd1.xpr,確,U+78BA,294
JPN001C,001cbbd1.xpr,礼,U+793C,295
JPN001C,001cbbd1.xpr,祖,U+7956,296
JPN001C,001cbbd1.xpr,私,U+79C1,297
JPN001C,001cbbd1.xpr,種,U+7A2E,298
JPN001C,001cbbd1.xpr,穢,U+7A62,299
JPN001C,001cbbd1.xpr,究,U+7A76,300
JPN001C,001cbbd1.xpr,空,U+7A7A,301
JPN001C,001cbbd1.xpr,答,U+7B54,302
JPN001C,001cbbd1.xpr,米,U+7C73,303
JPN001C,001cbbd1.xpr,紛,U+7D1B,304
JPN001C,001cbbd1.xpr,終,U+7D42,305
JPN001C,001cbbd1.xpr,続,U+7D9A,306
JPN001C,001cbbd1.xpr,緒,U+7DD2,307
JPN001C,001cbbd1.xpr,繋,U+7E4B,308
JPN001C,001cbbd1.xpr,美,U+7F8E,309
JPN001C,001cbbd1.xpr,翻,U+7FFB,310
JPN001C,001cbbd1.xpr,者,U+8005,311
JPN001C,001cbbd1.xpr,耐,U+8010,312
JPN001C,001cbbd1.xpr,聴,U+8074,313
JPN001C,001cbbd1.xpr,背,U+80CC,314
JPN001C,001cbbd1.xpr,臆,U+81C6,315
JPN001C,001cbbd1.xpr,臍,U+81CD,316
JPN001C,001cbbd1.xpr,自,U+81EA,317
JPN001C,001cbbd1.xpr,英,U+82F1,318
JPN001C,001cbbd1.xpr,虚,U+865A,319
JPN001C,001cbbd1.xpr,蛮,U+86EE,320
JPN001C,001cbbd1.xpr,褒,U+8912,321
JPN001C,001cbbd1.xpr,要,U+8981,322
JPN001C,001cbbd1.xpr,見,U+898B,323
JPN001C,001cbbd1.xpr,覚,U+899A,324
JPN001C,001cbbd1.xpr,観,U+89B3,325
JPN001C,001cbbd1.xpr,言,U+8A00,326
JPN001C,001cbbd1.xpr,記,U+8A18,327
JPN001C,001cbbd1.xpr,訴,U+8A34,328
JPN001C,001cbbd1.xpr,証,U+8A3C,329
JPN001C,001cbbd1.xpr,誕,U+8A95,330
JPN001C,001cbbd1.xpr,負,U+8CA0,331
JPN001C,001cbbd1.xpr,貰,U+8CB0,332
JPN001C,001cbbd1.xpr,身,U+8EAB,333
JPN001C,001cbbd1.xpr,転,U+8EE2,334
JPN001C,001cbbd1.xpr,送,U+9001,335
JPN001C,001cbbd1.xpr,過,U+904E,336
JPN001C,001cbbd1.xpr,達,U+9054,337
JPN001C,001cbbd1.xpr,違,U+9055,338
JPN001C,001cbbd1.xpr,選,U+9078,339
JPN001C,001cbbd1.xpr,都,U+90FD,340
JPN001C,001cbbd1.xpr,配,U+914D,341
JPN001C,001cbbd1.xpr,野,U+91CE,342
JPN001C,001cbbd1.xpr,銃,U+9283,343
JPN001C,001cbbd1.xpr,録,U+9332,344
JPN001C,001cbbd1.xpr,開,U+958B,345
JPN001C,001cbbd1.xpr,間,U+9593,346
JPN001C,001cbbd1.xpr,除,U+9664,347
JPN001C,001cbbd1.xpr,陸,U+9678,348
JPN001C,001cbbd1.xpr,雄,U+96C4,349
JPN001C,001cbbd1.xpr,革,U+9769,350
JPN001C,001cbbd1.xpr,頼,U+983C,351
JPN001C,001cbbd1.xpr,類,U+985E,352
JPN001C,001cbbd1.xpr,飛,U+98DB,353
JPN001C,001cbbd1.xpr,食,U+98DF,354
JPN001C,001cbbd1.xpr,飯,U+98EF,355
JPN001C,001cbbd1.xpr,鳥,U+9CE5,356
JPN001C,001cbbd1.xpr,！,U+FF01,357
JPN001C,001cbbd1.xpr,？,U+FF1F,358
JPN00C7,00c7c9f9.xpr,	,U+0009,1
JPN00C7,00c7c9f9.xpr, ,U+0020,2
JPN00C7,00c7c9f9.xpr,!,U+0021,3
JPN00C7,00c7c9f9.xpr,"""",U+0022,4
JPN00C7,00c7c9f9.xpr,#,U+0023,5
JPN00C7,00c7c9f9.xpr,$,U+0024,6
JPN00C7,00c7c9f9.xpr,%,U+0025,7
JPN00C7,00c7c9f9.xpr,&,U+0026,8
JPN00C7,00c7c9f9.xpr,',U+0027,9
JPN00C7,00c7c9f9.xpr,(,U+0028,10
JPN00C7,00c7c9f9.xpr,),U+0029,11
JPN00C7,00c7c9f9.xpr,*,U+002A,12
JPN00C7,00c7c9f9.xpr,+,U+002B,13
JPN00C7,00c7c9f9.xpr,",",U+002C,14
JPN00C7,00c7c9f9.xpr,-,U+002D,15
JPN00C7,00c7c9f9.xpr,.,U+002E,16
JPN00C7,00c7c9f9.xpr,/,U+002F,17
JPN00C7,00c7c9f9.xpr,0,U+0030,18
JPN00C7,00c7c9f9.xpr,1,U+0031,19
JPN00C7,00c7c9f9.xpr,2,U+0032,20
JPN00C7,00c7c9f9.xpr,3,U+0033,21
JPN00C7,00c7c9f9.xpr,4,U+0034,22
JPN00C7,00c7c9f9.xpr,5,U+0035,23
JPN00C7,00c7c9f9.xpr,6,U+0036,24
JPN00C7,00c7c9f9.xpr,7,U+0037,25
JPN00C7,00c7c9f9.xpr,8,U+0038,26
JPN00C7,00c7c9f9.xpr,9,U+0039,27
JPN00C7,00c7c9f9.xpr,:,U+003A,28
JPN00C7,00c7c9f9.xpr,;,U+003B,29
JPN00C7,00c7c9f9.xpr,<,U+003C,30
JPN00C7,00c7c9f9.xpr,=,U+003D,31
JPN00C7,00c7c9f9.xpr,>,U+003E,32
JPN00C7,00c7c9f9.xpr,?,U+003F,33
JPN00C7,00c7c9f9.xpr,@,U+0040,34
JPN00C7,00c7c9f9.xpr,A,U+0041,35
JPN00C7,00c7c9f9.xpr,B,U+0042,36
JPN00C7,00c7c9f9.xpr,C,U+0043,37
JPN00C7,00c7c9f9.xpr,D,U+0044,38
JPN00C7,00c7c9f9.xpr,E,U+0045,39
JPN00C7,00c7c9f9.xpr,F,U+0046,40
JPN00C7,00c7c9f9.xpr,G,U+0047,41
JPN00C7,00c7c9f9.xpr,H,U+0048,42
JPN00C7,00c7c9f9.xpr,I,U+0049,43
JPN00C7,00c7c9f9.xpr,J,U+004A,44
JPN00C7,00c7c9f9.xpr,K,U+004B,45
JPN00C7,00c7c9f9.xpr,L,U+004C,46
JPN00C7,00c7c9f9.xpr,M,U+004D,47
JPN00C7,00c7c9f9.xpr,N,U+004E,48
JPN00C7,00c7c9f9.xpr,O,U+004F,49
JPN00C7,00c7c9f9.xpr,P,U+0050,50
JPN00C7,00c7c9f9.xpr,Q,U+0051,51
JPN00C7,00c7c9f9.xpr,R,U+0052,52
JPN00C7,00c7c9f9.xpr,S,U+0053,53
JPN00C7,00c7c9f9.xpr,T,U+0054,54
JPN00C7,00c7c9f9.xpr,U,U+0055,55
JPN00C7,00c7c9f9.xpr,V,U+0056,56
JPN00C7,00c7c9f9.xpr,W,U+0057,57
JPN00C7,00c7c9f9.xpr,X,U+0058,58
JPN00C7,00c7c9f9.xpr,Y,U+0059,59
JPN00C7,00c7c9f9.xpr,Z,U+005A,60
JPN00C7,00c7c9f9.xpr,[,U+005B,61
JPN00C7,00c7c9f9.xpr,\,U+005C,62
JPN00C7,00c7c9f9.xpr,],U+005D,63
JPN00C7,00c7c9f9.xpr,^,U+005E,64
JPN00C7,00c7c9f9.xpr,_,U+005F,65
JPN00C7,00c7c9f9.xpr,`,U+0060,66
JPN00C7,00c7c9f9.xpr,a,U+0061,67
JPN00C7,00c7c9f9.xpr,b,U+0062,68
JPN00C7,00c7c9f9.xpr,c,U+0063,69
JPN00C7,00c7c9f9.xpr,d,U+0064,70
JPN00C7,00c7c9f9.xpr,e,U+0065,71
JPN00C7,00c7c9f9.xpr,f,U+0066,72
JPN00C7,00c7c9f9.xpr,g,U+0067,73
JPN00C7,00c7c9f9.xpr,h,U+0068,74
JPN00C7,00c7c9f9.xpr,i,U+0069,75
JPN00C7,00c7c9f9.xpr,j,U+006A,76
JPN00C7,00c7c9f9.xpr,k,U+006B,77
JPN00C7,00c7c9f9.xpr,l,U+006C,78
JPN00C7,00c7c9f9.xpr,m,U+006D,79
JPN00C7,00c7c9f9.xpr,n,U+006E,80
JPN00C7,00c7c9f9.xpr,o,U+006F,81
JPN00C7,00c7c9f9.xpr,p,U+0070,82
JPN00C7,00c7c9f9.xpr,q,U+0071,83
JPN00C7,00c7c9f9.xpr,r,U+0072,84
