resource_class,file_id,scope,unique_index_start,unique_index_end,row_count,all_001c_100_percent,high_value_count,ordinary_count,min_0007_coverage,min_000e_coverage,min_00c7_coverage,max_loading_fixture_similarity,loading_union_similarity,unique_indices,sample_jpn_texts
BRIEFING,BRIEFING_FILES_BLOCK_04D7E0,OUTSIDE_LOADING,11,11,1,YES,0,1,100.00%,100.00%,100.00%,0.250000,0.052265,11,それが、ザ・ボスのAIだったと？\n
BRIEFING,BRIEFING_FILES_BLOCK_04DFB0,OUTSIDE_LOADING,1,1,1,YES,1,0,75.00%,87.50%,100.00%,0.227273,0.027972,1,その違いは何だ？\n
BRIEFING,BRIEFING_FILES_BLOCK_04DFB0,OUTSIDE_LOADING,3,3,1,YES,1,0,80.00%,100.00%,100.00%,0.136364,0.017483,3,何だって？\n
BRIEFING,BRIEFING_FILES_BLOCK_04EE70,OUTSIDE_LOADING,1,1,1,YES,1,0,100.00%,85.71%,100.00%,0.200000,0.024476,1,どういうことだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_04EE70,OUTSIDE_LOADING,11,11,1,YES,0,1,100.00%,100.00%,100.00%,0.129032,0.024476,11,…それだけか？\n
BRIEFING,BRIEFING_FILES_BLOCK_04F520,OUTSIDE_LOADING,4,4,1,YES,1,0,50.00%,50.00%,100.00%,0.066667,0.013986,4,共感力？\n
BRIEFING,BRIEFING_FILES_BLOCK_04F520,OUTSIDE_LOADING,16,16,1,YES,1,0,88.89%,81.48%,100.00%,0.292683,0.094406,16,そう言うあんたはどうなんだ？　現実の人間に共感してい\nるようには見えない。\n
BRIEFING,BRIEFING_FILES_BLOCK_04F520,OUTSIDE_LOADING,18,18,1,YES,1,0,100.00%,87.50%,100.00%,0.136364,0.027972,18,だが気が変わった？\n
BRIEFING,BRIEFING_FILES_BLOCK_04FF60,OUTSIDE_LOADING,10,10,1,YES,1,0,85.71%,85.71%,100.00%,0.238095,0.024476,10,勝手なものだな。\n
BRIEFING,BRIEFING_FILES_BLOCK_051320,OUTSIDE_LOADING,7,7,1,YES,1,0,92.86%,78.57%,100.00%,0.259259,0.048951,7,やめろ！　そんなものは紛い物だ！！\n
BRIEFING,BRIEFING_FILES_BLOCK_0526E0,OUTSIDE_LOADING,8,8,1,YES,0,1,100.00%,100.00%,100.00%,0.142857,0.013986,8,というと？\n
BRIEFING,BRIEFING_FILES_BLOCK_052EF0,OUTSIDE_LOADING,2,2,1,YES,0,1,100.00%,100.00%,100.00%,0.111111,0.006993,2,ああ。\n
BRIEFING,BRIEFING_FILES_BLOCK_052EF0,OUTSIDE_LOADING,7,7,1,YES,0,1,100.00%,100.00%,100.00%,0.227273,0.027972,7,あれはあんたが…？\n
BRIEFING,BRIEFING_FILES_BLOCK_052EF0,OUTSIDE_LOADING,15,15,1,YES,1,0,90.91%,100.00%,100.00%,0.260870,0.038462,15,私たちは一人ではなかった。\n
BRIEFING,BRIEFING_FILES_BLOCK_052EF0,OUTSIDE_LOADING,18,18,1,YES,1,0,80.00%,90.00%,100.00%,0.312500,0.034965,18,俺は知らなかった…。\n
BRIEFING,BRIEFING_FILES_BLOCK_053820,OUTSIDE_LOADING,8,8,1,YES,0,1,100.00%,100.00%,100.00%,0.181818,0.020979,8,…そうだな。\n
BRIEFING,BRIEFING_FILES_BLOCK_053E80,OUTSIDE_LOADING,10,10,1,YES,1,0,100.00%,85.71%,100.00%,0.200000,0.024476,10,どういうことだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_0545D0,OUTSIDE_LOADING,4,4,1,YES,1,0,82.35%,76.47%,100.00%,0.232558,0.059441,4,…つまり、平和に抑止力はいらないと？\n
BRIEFING,BRIEFING_FILES_BLOCK_054AD0,OUTSIDE_LOADING,1,1,1,YES,1,0,100.00%,77.78%,100.00%,0.250000,0.031469,1,いや、ただのあだ名だ。\n
BRIEFING,BRIEFING_FILES_BLOCK_0552A0,OUTSIDE_LOADING,2,2,1,YES,0,1,100.00%,100.00%,100.00%,0.137931,0.017483,2,その前は？\n
BRIEFING,BRIEFING_FILES_BLOCK_055B40,OUTSIDE_LOADING,7,7,1,YES,1,0,87.50%,81.25%,100.00%,0.266667,0.048611,7,AI研究に戻るつもりはないのか？\n
BRIEFING,BRIEFING_FILES_BLOCK_055B40,OUTSIDE_LOADING,9,9,1,YES,0,1,100.00%,100.00%,100.00%,0.111111,0.013986,9,ここでか？\n
BRIEFING,BRIEFING_FILES_BLOCK_056170,OUTSIDE_LOADING,2,2,1,YES,1,0,100.00%,80.00%,100.00%,0.142857,0.017483,2,どうして。\n
BRIEFING,BRIEFING_FILES_BLOCK_056F50,OUTSIDE_LOADING,12,12,1,YES,1,0,91.67%,83.33%,100.00%,0.218750,0.041958,12,そこまでやさしいと思う？\n
BRIEFING,BRIEFING_FILES_BLOCK_057BD0,OUTSIDE_LOADING,5,5,1,YES,1,0,90.00%,90.00%,100.00%,0.225806,0.034965,5,ああ。それは俺も同じだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_0586B0,OUTSIDE_LOADING,14,14,1,YES,1,0,90.00%,90.00%,100.00%,0.400000,0.069930,14,…わからない。過去にこだわっているつもりはないが…。\n
BRIEFING,BRIEFING_FILES_BLOCK_0586B0,OUTSIDE_LOADING,16,16,1,YES,0,1,100.00%,100.00%,100.00%,0.190476,0.020979,16,そうなのか？\n
BRIEFING,BRIEFING_FILES_BLOCK_058FC0,OUTSIDE_LOADING,7,7,1,YES,1,0,70.00%,70.00%,100.00%,0.312500,0.034965,7,いや、俺は任務で…。\n
BRIEFING,BRIEFING_FILES_BLOCK_0598A0,OUTSIDE_LOADING,9,9,1,YES,0,1,100.00%,100.00%,100.00%,0.166667,0.017483,9,わかった。\n
BRIEFING,BRIEFING_FILES_BLOCK_059DC0,OUTSIDE_LOADING,7,7,1,YES,1,0,100.00%,87.50%,100.00%,0.187500,0.027972,7,いや……ははは、そう？\n
BRIEFING,BRIEFING_FILES_BLOCK_059DC0,OUTSIDE_LOADING,9,9,1,YES,0,1,100.00%,100.00%,100.00%,0.100000,0.010490,9,…ん？\n
BRIEFING,BRIEFING_FILES_BLOCK_059DC0,OUTSIDE_LOADING,15,15,1,YES,0,1,100.00%,100.00%,100.00%,0.233333,0.024476,15,ということは…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05A620,OUTSIDE_LOADING,5,5,1,YES,1,0,100.00%,90.91%,100.00%,0.227273,0.038462,5,…そりゃあ、よかった。\n
BRIEFING,BRIEFING_FILES_BLOCK_05A620,OUTSIDE_LOADING,7,7,1,YES,1,0,88.89%,94.44%,100.00%,0.333333,0.062937,7,それはありがたいな。だが、何を頼んだら…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05A620,OUTSIDE_LOADING,15,15,1,YES,0,1,100.00%,100.00%,100.00%,0.111111,0.006993,15,ああ。\n
BRIEFING,BRIEFING_FILES_BLOCK_05AD70,OUTSIDE_LOADING,7,7,1,YES,0,1,100.00%,100.00%,100.00%,0.157895,0.010490,7,ああ…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05B2E0,OUTSIDE_LOADING,26,26,1,YES,1,0,66.67%,66.67%,100.00%,0.200000,0.020979,26,や、野蛮！？\n
BRIEFING,BRIEFING_FILES_BLOCK_05B2E0,OUTSIDE_LOADING,30,30,1,YES,1,0,100.00%,75.00%,100.00%,0.111111,0.013986,30,…やれやれ。\n
BRIEFING,BRIEFING_FILES_BLOCK_05C0F0,OUTSIDE_LOADING,11,11,1,YES,0,1,100.00%,100.00%,100.00%,0.166667,0.017483,11,そうか…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05C0F0,OUTSIDE_LOADING,16,16,1,YES,0,1,100.00%,100.00%,100.00%,0.300000,0.027972,16,それは…それはいらない。\n
BRIEFING,BRIEFING_FILES_BLOCK_05C0F0,OUTSIDE_LOADING,18,18,1,YES,0,1,100.00%,100.00%,100.00%,0.300000,0.027972,18,…それも…いらない。\n
BRIEFING,BRIEFING_FILES_BLOCK_05C930,OUTSIDE_LOADING,3,3,1,YES,1,0,100.00%,90.00%,100.00%,0.260870,0.034965,3,それじゃ、いくわよ。\n
BRIEFING,BRIEFING_FILES_BLOCK_05C930,OUTSIDE_LOADING,8,8,1,YES,0,1,100.00%,100.00%,100.00%,0.120000,0.020979,8,そっくりだ！\n
BRIEFING,BRIEFING_FILES_BLOCK_05C930,OUTSIDE_LOADING,17,17,1,YES,0,1,100.00%,100.00%,100.00%,0.111111,0.006993,17,ああ。\n
BRIEFING,BRIEFING_FILES_BLOCK_05CFD0,OUTSIDE_LOADING,8,8,1,YES,1,0,83.33%,100.00%,100.00%,0.172414,0.020979,8,何のために？\n
BRIEFING,BRIEFING_FILES_BLOCK_05CFD0,OUTSIDE_LOADING,12,12,1,YES,1,0,85.19%,77.78%,100.00%,0.925926,0.094406,12,でも、兵器に鳥の名前を付けるなんて、鳥に対して失礼だ\nと思わない？\n
BRIEFING,BRIEFING_FILES_BLOCK_05D6C0,OUTSIDE_LOADING,3,3,1,YES,1,0,88.24%,76.47%,100.00%,0.272727,0.059441,3,いや、俺は鳥を見に来たわけじゃ…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05D6C0,OUTSIDE_LOADING,12,12,1,YES,1,0,85.71%,92.86%,100.00%,0.333333,0.048951,12,俺たちとはずいぶん違うな…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05DD90,OUTSIDE_LOADING,3,3,1,YES,0,1,100.00%,100.00%,100.00%,0.083333,0.006993,3,は？\n
BRIEFING,BRIEFING_FILES_BLOCK_05E2B0,OUTSIDE_LOADING,1,1,1,YES,1,0,100.00%,75.00%,100.00%,0.153846,0.013986,1,いや…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05E7B0,OUTSIDE_LOADING,4,4,1,YES,1,0,100.00%,83.33%,100.00%,0.136364,0.020979,4,やめろよ…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05E7B0,OUTSIDE_LOADING,6,6,1,YES,1,0,100.00%,90.00%,100.00%,0.241379,0.034965,6,いや、そこまでは…。\n
BRIEFING,BRIEFING_FILES_BLOCK_05ED20,OUTSIDE_LOADING,0,0,1,YES,1,0,100.00%,88.24%,100.00%,0.236842,0.055749,0,ここに来る前は、ずっとパリだったのか？\n
BRIEFING,BRIEFING_FILES_BLOCK_05FD50,OUTSIDE_LOADING,3,3,1,YES,0,1,100.00%,100.00%,100.00%,0.153846,0.013986,3,そうか。\n
BRIEFING,BRIEFING_FILES_BLOCK_05FD50,OUTSIDE_LOADING,12,12,1,YES,0,1,100.00%,100.00%,100.00%,0.157895,0.010490,12,ああ…。\n
BRIEFING,BRIEFING_FILES_BLOCK_060450,OUTSIDE_LOADING,8,8,1,YES,1,0,100.00%,83.33%,100.00%,0.157895,0.020979,8,どうだろうな。\n
BRIEFING,BRIEFING_FILES_BLOCK_060450,OUTSIDE_LOADING,10,10,1,YES,0,1,100.00%,100.00%,100.00%,0.142857,0.020833,10,おい、セシール？\n
BRIEFING,BRIEFING_FILES_BLOCK_060910,OUTSIDE_LOADING,1,1,1,YES,1,0,84.62%,92.31%,100.00%,0.347826,0.034602,1,サルトルなら、俺も知ってる。\n
BRIEFING,BRIEFING_FILES_BLOCK_060910,OUTSIDE_LOADING,18,18,1,YES,0,1,100.00%,100.00%,100.00%,0.190476,0.020979,18,そうなのか？\n
BRIEFING,BRIEFING_FILES_BLOCK_0614E0,OUTSIDE_LOADING,3,3,1,YES,1,0,100.00%,85.71%,100.00%,0.285714,0.024476,3,ああ、名前はな。\n
BRIEFING,BRIEFING_FILES_BLOCK_0614E0,OUTSIDE_LOADING,10,10,1,YES,1,0,85.71%,71.43%,100.00%,0.150000,0.024476,10,どういう意味だ。\n
BRIEFING,BRIEFING_FILES_BLOCK_0614E0,OUTSIDE_LOADING,15,15,1,YES,1,0,100.00%,83.33%,100.00%,0.250000,0.041958,15,いや、そう言われても…。\n
BRIEFING,BRIEFING_FILES_BLOCK_0614E0,OUTSIDE_LOADING,20,20,1,YES,0,1,100.00%,100.00%,100.00%,0.050000,0.010417,20,セシール？\n
BRIEFING,BRIEFING_FILES_BLOCK_061FE0,OUTSIDE_LOADING,7,7,1,YES,0,1,100.00%,100.00%,100.00%,0.125000,0.020979,7,終わったか？\n
BRIEFING,BRIEFING_FILES_BLOCK_061FE0,OUTSIDE_LOADING,20,20,1,YES,0,1,100.00%,100.00%,100.00%,0.157895,0.010490,20,あ…。\n
BRIEFING,BRIEFING_FILES_BLOCK_061FE0,OUTSIDE_LOADING,22,22,1,YES,0,1,100.00%,100.00%,100.00%,0.181818,0.024476,22,そ…そんなこと…。\n
BRIEFING,BRIEFING_FILES_BLOCK_061FE0,OUTSIDE_LOADING,24,24,1,YES,1,0,75.00%,75.00%,100.00%,0.250000,0.013986,24,違いない。\n
BRIEFING,BRIEFING_FILES_BLOCK_062D50,OUTSIDE_LOADING,2,2,1,YES,1,0,100.00%,90.91%,100.00%,0.250000,0.038462,2,あの人、どうにかして。\n
BRIEFING,BRIEFING_FILES_BLOCK_062D50,OUTSIDE_LOADING,17,17,1,YES,0,1,100.00%,100.00%,100.00%,0.190476,0.020979,17,ああ…。そうかそうか…。\n
BRIEFING,BRIEFING_FILES_BLOCK_062D50,OUTSIDE_LOADING,28,28,1,YES,0,1,100.00%,100.00%,100.00%,0.235294,0.017483,28,なんだよ。\n
BRIEFING,BRIEFING_FILES_BLOCK_062D50,OUTSIDE_LOADING,30,30,1,YES,0,1,100.00%,100.00%,100.00%,0.111111,0.006993,30,え。\n
BRIEFING,BRIEFING_FILES_BLOCK_063B40,OUTSIDE_LOADING,1,1,1,YES,0,1,100.00%,100.00%,100.00%,0.107143,0.010490,1,あら。\n
BRIEFING,BRIEFING_FILES_BLOCK_064AE0,OUTSIDE_LOADING,1,1,1,YES,1,0,100.00%,80.00%,100.00%,0.111111,0.017483,1,どうして？\n
BRIEFING,BRIEFING_FILES_BLOCK_064AE0,OUTSIDE_LOADING,18,18,1,YES,1,0,50.00%,50.00%,100.00%,0.181818,0.013986,18,…博士。\n
BRIEFING,BRIEFING_FILES_BLOCK_0661F0,OUTSIDE_LOADING,7,7,1,YES,1,0,88.24%,88.24%,100.00%,0.294118,0.059441,7,そうだ。でも、僕にとってはいい時代だった。\n
BRIEFING,BRIEFING_FILES_BLOCK_066B30,OUTSIDE_LOADING,2,2,1,YES,1,0,50.00%,50.00%,100.00%,0.130435,0.013986,2,博士…？\n
BRIEFING,BRIEFING_FILES_BLOCK_0672B0,OUTSIDE_LOADING,3,3,1,YES,0,1,100.00%,100.00%,100.00%,0.272727,0.010490,3,いない。\n
BRIEFING,BRIEFING_FILES_BLOCK_0672B0,OUTSIDE_LOADING,16,16,1,YES,0,1,100.00%,100.00%,100.00%,0.153846,0.013986,16,…なに？\n
BRIEFING,BRIEFING_FILES_BLOCK_0672B0,OUTSIDE_LOADING,18,18,1,YES,0,1,100.00%,100.00%,100.00%,0.294118,0.038462,18,それはわからないが…。\n
BRIEFING,BRIEFING_FILES_BLOCK_068550,OUTSIDE_LOADING,6,6,1,YES,0,1,100.00%,100.00%,100.00%,0.300000,0.041958,6,そんなことはわかってる。\n
BRIEFING,BRIEFING_FILES_BLOCK_068550,OUTSIDE_LOADING,15,15,1,YES,1,0,81.82%,81.82%,100.00%,0.260870,0.038462,15,ああ、身をもって味わった。\n
BRIEFING,BRIEFING_FILES_BLOCK_068550,OUTSIDE_LOADING,23,23,1,YES,0,1,100.00%,100.00%,100.00%,0.181818,0.020979,23,………そうだな。\n
BRIEFING,BRIEFING_FILES_BLOCK_069580,OUTSIDE_LOADING,15,15,1,YES,0,1,100.00%,100.00%,100.00%,0.210526,0.024476,15,ああ、そうだな。\n
BRIEFING,BRIEFING_FILES_BLOCK_069580,OUTSIDE_LOADING,19,19,1,YES,0,1,100.00%,100.00%,100.00%,0.210526,0.020979,19,ありがとう。\n
BRIEFING,BRIEFING_FILES_BLOCK_06A170,OUTSIDE_LOADING,1,1,1,YES,1,0,100.00%,85.71%,100.00%,0.200000,0.024476,1,どういうことだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_06A5D0,OUTSIDE_LOADING,2,2,1,YES,0,1,100.00%,100.00%,100.00%,0.111111,0.006993,2,ああ。\n
BRIEFING,BRIEFING_FILES_BLOCK_06AB40,OUTSIDE_LOADING,8,8,1,YES,1,0,57.14%,57.14%,100.00%,0.181818,0.024476,8,…僕の研究が…。\n
BRIEFING,BRIEFING_FILES_BLOCK_06C600,OUTSIDE_LOADING,5,5,1,YES,1,0,100.00%,84.62%,100.00%,0.240000,0.045455,5,やってみよう。もう時間がない。\n
BRIEFING,BRIEFING_FILES_BLOCK_06CD50,OUTSIDE_LOADING,2,2,1,YES,1,0,100.00%,85.71%,100.00%,0.200000,0.024476,2,どういうことだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_06D7C0,OUTSIDE_LOADING,3,3,1,YES,1,0,80.00%,80.00%,100.00%,0.241379,0.034965,3,彼を知っているのか？\n
BRIEFING,BRIEFING_FILES_BLOCK_06D7C0,OUTSIDE_LOADING,14,14,1,YES,1,0,80.00%,80.00%,100.00%,0.272727,0.034965,14,はめられたな、博士。\n
BRIEFING,BRIEFING_FILES_BLOCK_06DF10,OUTSIDE_LOADING,9,9,1,YES,1,0,83.33%,83.33%,100.00%,0.214286,0.020979,9,奴らしいな。\n
BRIEFING,BRIEFING_FILES_BLOCK_06DF10,OUTSIDE_LOADING,12,12,1,YES,1,0,66.67%,100.00%,100.00%,0.117647,0.010490,12,何だ。\n
BRIEFING,BRIEFING_FILES_BLOCK_06ECD0,OUTSIDE_LOADING,4,4,1,YES,1,0,85.71%,100.00%,100.00%,0.222222,0.024476,4,何がおかしい。\n
BRIEFING,BRIEFING_FILES_BLOCK_06ECD0,OUTSIDE_LOADING,7,7,1,YES,0,1,100.00%,100.00%,100.00%,0.166667,0.017483,7,だろうな。\n
BRIEFING,BRIEFING_FILES_BLOCK_06ECD0,OUTSIDE_LOADING,9,9,1,YES,1,0,92.86%,92.86%,100.00%,0.280000,0.048951,9,…だろうな。それも、奴らしい。\n
BRIEFING,BRIEFING_FILES_BLOCK_070050,OUTSIDE_LOADING,2,2,1,YES,1,0,83.33%,66.67%,100.00%,0.157895,0.020979,2,どう違うんだ。\n
BRIEFING,BRIEFING_FILES_BLOCK_070050,OUTSIDE_LOADING,6,6,1,YES,1,0,89.47%,89.47%,100.00%,0.288889,0.066434,6,となると、ザ・ボスの意志が宿っているのは…。\n
BRIEFING,BRIEFING_FILES_BLOCK_070430,OUTSIDE_LOADING,4,4,1,YES,0,1,100.00%,100.00%,100.00%,0.166667,0.010490,4,はあ。\n
BRIEFING,BRIEFING_FILES_BLOCK_0716A0,OUTSIDE_LOADING,12,12,1,YES,0,1,100.00%,100.00%,100.00%,0.200000,0.013986,12,でも…。\n
BRIEFING,BRIEFING_FILES_BLOCK_071D60,OUTSIDE_LOADING,1,1,1,YES,0,1,100.00%,100.00%,100.00%,0.111111,0.006993,1,ああ。\n
BRIEFING,BRIEFING_FILES_BLOCK_071D60,OUTSIDE_LOADING,3,3,1,YES,1,0,94.44%,83.33%,100.00%,0.290323,0.062937,3,…どうかな。いや、おそらくは違うんだろう。\n
BRIEFING,BRIEFING_FILES_BLOCK_071D60,OUTSIDE_LOADING,12,12,1,YES,1,0,87.50%,87.50%,100.00%,0.225806,0.027972,12,そうか…彼らも…。\n
BRIEFING,BRIEFING_FILES_BLOCK_0728B0,OUTSIDE_LOADING,6,6,1,YES,1,0,100.00%,90.00%,100.00%,0.272727,0.034965,6,え？　いや、それは…。\n
BRIEFING,BRIEFING_FILES_BLOCK_072E10,OUTSIDE_LOADING,1,1,1,YES,1,0,100.00%,75.00%,100.00%,0.153846,0.013986,1,…いや。\n
BRIEFING,BRIEFING_FILES_BLOCK_072E10,OUTSIDE_LOADING,5,5,1,YES,0,1,100.00%,100.00%,100.00%,0.166667,0.010490,5,あ、ああ。\n
BRIEFING,BRIEFING_FILES_BLOCK_072E10,OUTSIDE_LOADING,8,8,1,YES,0,1,100.00%,100.00%,100.00%,0.235294,0.017483,8,な、なんだ？\n
BRIEFING,BRIEFING_FILES_BLOCK_072E10,OUTSIDE_LOADING,10,10,1,YES,1,0,100.00%,80.00%,100.00%,0.230769,0.017483,10,い、いや…。\n
BRIEFING,BRIEFING_FILES_BLOCK_072E10,OUTSIDE_LOADING,18,18,1,YES,1,0,93.33%,80.00%,100.00%,0.205882,0.052448,18,じゃあ、自分で渡せばいいだろう。\n
BRIEFING,BRIEFING_FILES_BLOCK_073590,OUTSIDE_LOADING,1,1,1,YES,1,0,85.71%,71.43%,100.00%,0.315789,0.024476,1,いや、知らないな。\n
BRIEFING,BRIEFING_FILES_BLOCK_073590,OUTSIDE_LOADING,3,3,1,YES,0,1,100.00%,100.00%,100.00%,0.066667,0.010453,3,AIが？\n
BRIEFING,BRIEFING_FILES_BLOCK_073590,OUTSIDE_LOADING,6,6,1,YES,1,0,100.00%,66.67%,100.00%,0.166667,0.010490,6,いや。\n
BRIEFING,BRIEFING_FILES_BLOCK_073590,OUTSIDE_LOADING,10,10,1,YES,0,1,100.00%,100.00%,100.00%,0.111111,0.006993,10,ああ。\n
BRIEFING,BRIEFING_FILES_BLOCK_074310,OUTSIDE_LOADING,8,8,1,YES,1,0,85.71%,71.43%,100.00%,0.315789,0.024476,8,いや、知らないな。\n
BRIEFING,BRIEFING_FILES_BLOCK_074310,OUTSIDE_LOADING,15,15,1,YES,1,0,83.33%,83.33%,100.00%,0.136364,0.020979,15,任せておけ。\n
BRIEFING,BRIEFING_FILES_BLOCK_074A00,OUTSIDE_LOADING,2,2,1,YES,1,0,100.00%,88.89%,100.00%,0.193548,0.031469,2,それはどこにある？\n
BRIEFING,BRIEFING_FILES_BLOCK_075130,OUTSIDE_LOADING,20,20,1,YES,0,1,100.00%,100.00%,100.00%,0.206897,0.034965,20,…では、敵とはなんだ？\n
BRIEFING,BRIEFING_FILES_BLOCK_075130,OUTSIDE_LOADING,26,26,1,YES,1,0,66.67%,66.67%,100.00%,0.172414,0.020979,26,それは任務？\n
BRIEFING,BRIEFING_FILES_BLOCK_075130,OUTSIDE_LOADING,32,32,1,YES,1,0,81.82%,81.82%,100.00%,0.242424,0.038462,32,それは、身を守るため？\n
BRIEFING,BRIEFING_FILES_BLOCK_075130,OUTSIDE_LOADING,37,37,1,YES,0,1,100.00%,100.00%,100.00%,0.153846,0.020979,37,終わったら。\n
BRIEFING,BRIEFING_FILES_BLOCK_075130,OUTSIDE_LOADING,48,48,1,YES,1,0,85.71%,100.00%,100.00%,0.238095,0.024476,48,……殺して……私を……。\n
BRIEFING,BRIEFING_FILES_BLOCK_075130,OUTSIDE_LOADING,50,50,1,YES,0,1,100.00%,100.00%,100.00%,0.105263,0.006993,50,…………。\n
BRIEFING,BRIEFING_FILES_BLOCK_075130,OUTSIDE_LOADING,52,52,1,YES,1,0,75.00%,100.00%,100.00%,0.166667,0.013986,52,私は…私は…私は…。\n
BRIEFING,BRIEFING_FILES_BLOCK_075130,OUTSIDE_LOADING,57,57,1,YES,1,0,75.00%,100.00%,100.00%,0.111111,0.013986,57,いたぞ！\n
BRIEFING,BRIEFING_FILES_BLOCK_076330,OUTSIDE_LOADING,4,4,1,YES,1,0,50.00%,50.00%,100.00%,0.153846,0.013986,4,任務は。\n
BRIEFING,BRIEFING_FILES_BLOCK_076330,OUTSIDE_LOADING,12,12,1,YES,1,0,83.33%,100.00%,100.00%,0.172414,0.020979,12,何のために。\n
BRIEFING,BRIEFING_FILES_BLOCK_076330,OUTSIDE_LOADING,38,38,1,YES,1,0,75.00%,87.50%,100.00%,0.190476,0.027972,38,…私が彼と戦う。\n
BRIEFING,BRIEFING_FILES_BLOCK_076330,OUTSIDE_LOADING,40,40,1,YES,1,0,85.71%,85.71%,100.00%,0.242424,0.048951,40,私は…彼と戦わなければならない。\n
BRIEFING,BRIEFING_FILES_BLOCK_076330,OUTSIDE_LOADING,50,50,1,YES,1,0,85.71%,100.00%,100.00%,0.238095,0.024476,50,私を…殺して…。\n
BRIEFING,BRIEFING_FILES_BLOCK_076330,OUTSIDE_LOADING,52,52,1,YES,1,0,100.00%,92.31%,100.00%,0.264706,0.045455,52,どちらかが死に、どちらかが生きる…。\n
BRIEFING,BRIEFING_FILES_BLOCK_077B90,OUTSIDE_LOADING,38,38,1,YES,0,1,100.00%,100.00%,100.00%,0.219512,0.038462,38,それがザ・ボスだった。\n
BRIEFING,BRIEFING_FILES_BLOCK_07CA30,OUTSIDE_LOADING,57,57,1,YES,1,0,100.00%,91.67%,100.00%,0.277778,0.041958,57,いずれ、確かめなければならない。\n
BRIEFING,BRIEFING_FILES_BLOCK_07F280,OUTSIDE_LOADING,14,14,1,YES,1,0,92.31%,84.62%,100.00%,0.260870,0.045455,14,かなりの大物だと思われた。\n
BRIEFING,BRIEFING_FILES_BLOCK_086E20,OUTSIDE_LOADING,15,15,1,YES,0,1,100.00%,100.00%,100.00%,0.200000,0.013986,15,でも…。\n
BRIEFING,BRIEFING_FILES_BLOCK_086E20,OUTSIDE_LOADING,21,21,1,YES,0,1,100.00%,100.00%,100.00%,0.200000,0.020979,21,それでも…。\n
BRIEFING,BRIEFING_FILES_BLOCK_087AF0,OUTSIDE_LOADING,7,7,1,YES,0,1,100.00%,100.00%,100.00%,0.233333,0.024476,7,それなのに…。\n
BRIEFING,BRIEFING_FILES_BLOCK_087AF0,OUTSIDE_LOADING,40,40,1,YES,1,0,100.00%,82.35%,100.00%,0.333333,0.059441,40,どうせやらなくちゃいけないことだった。\n
BRIEFING,BRIEFING_FILES_BLOCK_088F20,OUTSIDE_LOADING,37,37,1,YES,1,0,81.82%,81.82%,100.00%,0.208333,0.038462,37,自らの政府の手によって。\n
BRIEFING,BRIEFING_FILES_BLOCK_088F20,OUTSIDE_LOADING,45,45,1,YES,1,0,91.67%,91.67%,100.00%,0.312500,0.041958,45,あなたに殺される事が……。\n
BRIEFING,BRIEFING_FILES_BLOCK_088F20,OUTSIDE_LOADING,61,61,1,YES,1,0,80.00%,90.00%,100.00%,0.217391,0.034965,61,それで私に真実を……。\n
BRIEFING,BRIEFING_FILES_BLOCK_088F20,OUTSIDE_LOADING,66,66,1,YES,1,0,87.50%,87.50%,100.00%,0.250000,0.027972,66,全ては国のため。\n
BRIEFING,BRIEFING_FILES_BLOCK_08BF20,OUTSIDE_LOADING,10,10,1,YES,1,0,93.75%,87.50%,100.00%,0.352941,0.055944,10,それでも彼女はそうするしかなかった。\n
BRIEFING,BRIEFING_FILES_BLOCK_08BF20,OUTSIDE_LOADING,51,51,1,YES,1,0,89.47%,84.21%,100.00%,0.289474,0.066434,51,そこで彼女は真実を目にすることになったの。\n
BRIEFING,BRIEFING_FILES_BLOCK_08DAB0,OUTSIDE_LOADING,20,20,1,YES,1,0,100.00%,94.74%,100.00%,0.266667,0.066434,20,それこそ、ザ・ボスでなければ見抜けないような…。\n
BRIEFING,BRIEFING_FILES_BLOCK_08FF20,OUTSIDE_LOADING,10,10,1,YES,1,0,100.00%,92.31%,100.00%,0.228571,0.045455,10,そうザ・ボスは言っていた。\n
BRIEFING,BRIEFING_FILES_BLOCK_090C40,OUTSIDE_LOADING,20,20,1,YES,1,0,100.00%,88.89%,100.00%,0.285714,0.031469,20,それだけじゃない。\n
BRIEFING,BRIEFING_FILES_BLOCK_090C40,OUTSIDE_LOADING,36,36,1,YES,1,0,100.00%,93.75%,100.00%,0.272727,0.055944,36,だけど、それだけでは終わらなかった。\n
BRIEFING,BRIEFING_FILES_BLOCK_093BC0,OUTSIDE_LOADING,0,0,1,YES,1,0,80.00%,100.00%,100.00%,0.136364,0.017483,0,…私です。\n
