record_index,status,mapped_codepoints,record_file_offset,record_hex,u0,v0,u1,v1,bearing_x,width,advance,reserved,own_nonzero,own_bbox,paired_00c7_nonzero,paired_00c7_bbox,own_sha256,paired_00c7_sha256
309,USED,U+7F8E,,,555,671,621,737,3,66,69,0,1583,"[3,3,63,64]",,,6cef6646429bd7adf47e4b4ce93eb499e0ad82ed95b43117701b2e2002ce3754,
310,USED,U+7FFB,,,623,671,689,737,1,66,69,0,2631,"[1,3,63,64]",,,e7c0c6ea2f71d3ff19d8580411f272a4d845286f170b1e3bff29e33874fb0d37,
311,USED,U+8005,,,692,671,758,737,2,66,69,0,1579,"[2,4,63,64]",,,5ff496509f62c102e551241ce52aee190bebd334fa57270856c6091166746887,
312,USED,U+8010,,,761,671,827,737,2,66,68,0,2102,"[2,3,64,64]",,,ab1afa81725c9a5ea8760c496fad6eba7b394a26f820d15704ff8c776f85aa69,
313,USED,U+8074,,,828,671,894,737,0,66,68,0,2327,"[0,3,64,64]",,,166915aadde03b0613fc7cb45f6b5e97c47155ec3b0af625cbc1818e8f82338f,
314,USED,U+80CC,,,898,671,964,737,3,66,69,0,1741,"[3,3,63,64]",,,fefbb24acc4f1052a4443c7048b3fdca072e37da4b19a45ed556567d07fdff05,
315,USED,U+81C6,,,967,671,1033,737,2,66,68,0,2340,"[2,3,64,64]",,,0045aa0574e5f10e64aa04dfe1c081c41e11f2d4e9cc7211f78c2e543c2c640a,
316,USED,U+81CD,,,1036,671,1102,737,2,66,67,0,2206,"[2,2,65,64]",,,3e6a382f4678a853025ad40b7b84de2392d9543bd9fb2a90b4ca22a1b0a70d52,
317,USED,U+81EA,,,1113,671,1179,737,10,66,73,0,1375,"[10,3,59,64]",,,3aae2d2e308655903378a1b1faa9472d98da4de46b9db3174393b33faf5c9ba6,
318,USED,U+82F1,,,1182,671,1248,737,2,66,69,0,1741,"[2,3,63,64]",,,aa849b1df621350a45033499a7ce7516a09a04eb766e98e4b668bfc73b79ffb3,
319,USED,U+865A,,,1251,671,1317,737,2,66,68,0,2088,"[2,3,64,64]",,,af22e1333ab8578460f24e19579d02524a3d1bab694aa3f80beb49127014655a,
320,USED,U+86EE,,,1321,671,1387,737,3,66,70,0,1897,"[3,3,62,65]",,,8d52bcd10d950d401eedf5af91be070fb5716957016a60dc2ae91dc6650e28a5,
321,USED,U+8912,,,1390,671,1456,737,2,66,68,0,2005,"[2,3,64,65]",,,22a9d5aed4215fa213b54e205bf5078ae7260d50ba8ef749d5f439b6115d2621,
322,USED,U+8981,,,1460,671,1526,737,3,66,68,0,1939,"[3,2,64,64]",,,573f056f3e38a95523569c470f803a73de23b66739a9e14378377c983d9d3de2,
323,USED,U+898B,,,1530,671,1596,737,3,66,68,0,1602,"[4,2,64,64]",,,154ee10e9a6b37f6b20c51aa2a6296fc835be1face67856962070a38b591a200,
324,USED,U+899A,,,1599,671,1665,737,2,66,68,0,1867,"[2,3,64,64]",,,6818d1983e5ed32b17b9a372e620829862abff5de5dee88a81cdc3daa40a8661,
325,USED,U+89B3,,,1667,671,1733,737,1,66,67,0,2470,"[2,2,65,64]",,,ef219566c5b74341b75b90a2d5b99ef99c527b421a3de4536388fdaa52db1877,
326,USED,U+8A00,,,1737,671,1803,737,3,66,69,0,1266,"[3,3,63,63]",,,65a6914e2ca8d707164a82d09f82466663d70078ad1e9bb1ed5dbe8378f2cb53,
327,USED,U+8A18,,,1806,671,1872,737,2,66,67,0,1796,"[2,3,65,63]",,,6f263535c994fb0e5a91cb8c042420901170ee897f61a57b7469baf3591de0df,
328,USED,U+8A34,,,1875,671,1941,737,2,66,69,0,1947,"[2,3,63,65]",,,e6e2905d8a1a292c23ec13a2c10b85e2aa9b87d2af2c135e123a9f32de15538a,
329,USED,U+8A3C,,,1945,671,2011,737,3,66,68,0,1887,"[3,4,64,63]",,,69c4e7e604dc4d10d94a222ca09fb23ced7ce154a142dc340ceffdd20bf64a9b,
330,USED,U+8A95,,,3,738,69,804,2,66,69,0,2191,"[2,4,63,64]",,,a9eaa45cc123dc760c7d145adb789a95f4791c022d1b26e856dad8f92b6deb03,
331,USED,U+8CA0,,,72,738,138,804,2,66,69,0,1613,"[2,3,63,63]",,,22422a21ab06c253a97c46391036a1f13c902168f4dc96871edc821527380341,
332,USED,U+8CB0,,,141,738,207,804,2,66,69,0,1937,"[2,4,63,64]",,,8ffd24fdecbdb1048cb0d3818efaac765a8be8b268e6887e88858bd07305cc3d,
333,USED,U+8EAB,,,212,738,278,804,4,66,68,0,1616,"[4,3,64,64]",,,e564f8688403218905aa10b603cc6a904d2913bab18fbffdee8f82cabccbc67b,
334,USED,U+8EE2,,,280,738,346,804,1,66,68,0,1905,"[1,3,64,64]",,,c4b129b33e92b513302f1990c965d01eb5e67668748e4bfc39553979ade03ccd,
335,USED,U+9001,,,349,738,415,804,2,66,68,0,1698,"[3,3,64,63]",,,4c0b32ef0d74da3a0035595881b46d92d69c2b5f0d3f5f4f220c7b00997b11a6,
336,USED,U+904E,,,418,738,484,804,2,66,68,0,2126,"[2,2,64,64]",,,70b8de95729f87633caba90709a41aafd7631a8cc4738f31643ecbbf298f695e,
337,USED,U+9054,,,487,738,553,804,2,66,68,0,1907,"[2,4,64,64]",,,40f9ddc952f89d06ae68afd65aa14f77349b671956db85f43ecbe5fa131dcd28,
338,USED,U+9055,,,556,738,622,804,2,66,67,0,2051,"[2,3,65,64]",,,a66bbc06215de7082b4a27551bb5bd36dbc4e4dcfebcd9f6058f0f26b4442b6c,
339,USED,U+9078,,,624,738,690,804,1,66,67,0,2272,"[2,2,65,64]",,,507b8f58d27d1b71aed97de157b414da6becc50aa6b53f5224bc400ede5a5de2,
340,USED,U+90FD,,,691,738,757,804,0,66,69,0,2167,"[0,3,63,64]",,,d6693d2743399eba323c4f496d72424de72d5d86643dfdcb659796d24c074a8f,
341,USED,U+914D,,,760,738,826,804,2,66,67,0,2026,"[2,3,65,63]",,,c951b38be75f9f0b2d50918763684825ac992adbae83736daae71c5ed7b1b56f,
342,USED,U+91CE,,,828,738,894,804,1,66,68,0,2031,"[2,4,64,64]",,,be3c17c0e65f377099649faf44f4df57e6d992737185548e762d9288ce142fc2,
343,USED,U+9283,,,897,738,963,804,2,66,67,0,2167,"[2,2,65,64]",,,716c9939c05b4a99ab226878e428267d665d4134214b2688999f8f9e1babe1f5,
344,USED,U+9332,,,965,738,1031,804,1,66,68,0,2115,"[1,3,64,64]",,,ce6c8e0501b8414e4525d8521f22ee595ed975ea76070c995b634ae63e6aff71,
345,USED,U+958B,,,1037,738,1103,804,5,66,70,0,2219,"[5,3,62,64]",,,98268232b80f3fb7d8c5e39ce85dc5a5d13c1990e1da4c25b6156e92400ceec8,
346,USED,U+9593,,,1108,738,1174,804,4,66,69,0,2236,"[4,2,63,64]",,,bc78d6d349f22da9d68e0c9fd196709519d7483a7720ba53293bc6ad562f3db3,
347,USED,U+9664,,,1179,738,1245,804,4,66,68,0,2124,"[4,2,64,64]",,,df9413dc7d3a1d15ae9913549c5d072501055cbd2d6011e9b211aed24ae40562,
348,USED,U+9678,,,1250,738,1316,804,4,66,68,0,2120,"[4,3,64,63]",,,c225b1ded494c24d6e08da1a3420aaee2d02d7cb7cc09338f3d08e0814c7c531,
349,USED,U+96C4,,,1317,738,1383,804,0,66,68,0,2104,"[1,3,64,64]",,,f19ef468a692942aeade10e9fbb4d5da8a68b1cb3c77dc13da9eadfcd5231d6f,
350,USED,U+9769,,,1386,738,1452,804,2,66,68,0,1621,"[3,2,64,63]",,,1210b8710984fcf1f6275a5994a01526f522e9f73f444c76aa76f54d17d94431,
351,USED,U+983C,,,1454,738,1520,804,1,66,68,0,2290,"[1,3,64,64]",,,328539a28a15c4416bd2ed0aa7aeb2ebf9de0e77147187c22338f0c053315d7a,
352,USED,U+985E,,,1523,738,1589,804,2,66,69,0,2192,"[2,3,63,64]",,,7b00925aa4f9568875c4b8fb700c877a4cf4c7b16ee016348fea6da7d47f0154,
353,USED,U+98DB,,,1593,738,1659,804,3,66,69,0,1997,"[3,5,63,63]",,,cb6327e5b70f6ddebc648066b82ad5fc7022777ed21970eb254a06ba21e663e7,
354,USED,U+98DF,,,1661,738,1727,804,1,66,68,0,1703,"[1,2,64,64]",,,749f4be6fced46698f829a47c65f0a60db4e6ce4e75c428ac2223c1e6a173df0,
355,USED,U+98EF,,,1729,738,1795,804,1,66,67,0,2134,"[1,2,65,64]",,,9418556a7b7af21660da02eb231bae9b200aa89c18fa7730720412723e78fdf1,
356,USED,U+9CE5,,,1798,738,1864,804,2,66,69,0,1736,"[2,3,63,64]",,,82b8c17b818425a7480b241ae9b83ea0c28d0257a39f6fa894508a3061d9ff2f,
357,USED,U+FF01,,,1891,738,1957,804,26,66,92,0,419,"[27,13,40,63]",,,4341cd552f31557565066bc0e20e78856c9e6d8408c0a04762b49123b2103748,
358,USED,U+FF1F,,,1974,738,2040,804,16,66,82,0,543,"[16,12,50,63]",,,5399bb0f7ab4fe432057b1a672f51add05e5e0d72fe4d1f375cd8c724ae2bc8b,
