resource_class,file_id,unique_index,reference_index,reference_indices,reference_count,jpn_text,visible_unique_chars,001c_covered_chars,001c_missing_chars,001c_coverage,0007_coverage,000e_coverage,00c7_coverage,loading_fixture_similarity_max,loading_union_similarity,is_loading_fixture,candidate_status,candidate_value,lower_other_fonts
SLOT_OLANG,5D4C49A2,1,1,1;1;1;1,4,「チョリソって知ってるか？　メキシコのソーセージだ。卵と焼くとウマイぞ！」,。「」かくぞだってとのるイウキコシジセソチマメョリー卵焼知！？,。かくぞだってとのるイキシセメリー知！？,「」ウコジソチマョ卵焼,64.52%,83.87%,77.42%,100.00%,0.166667,0.053156,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,2,2,2;2;2;2,4,「ハァ、ハァ、ハァ、ハァ…筋トレは最高だ！」,…、「」だはァトハレ最筋高！,…、だはトハレ最！,「」ァ筋高,64.29%,85.71%,64.29%,100.00%,0.172414,0.023891,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,3,3,3;3;3;3,4,「前髪、切りすぎちゃった」 ,、「」ぎすたちっゃり切前髪,、すたちっゃり前,「」ぎ切髪,61.54%,92.31%,69.23%,100.00%,0.115385,0.027491,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,4,4,4;4;4;4,4,"「俺、この戦いが終わったら故郷でエビ漁師になるんだ。
　仲間もさそって皆で漁船を買うんだ！」",、。「」いうがこさそただってでなにのもらるわをんエビ仲俺師戦故漁皆終船買郷間！,、。いうがこさそただってでなにのもらるわをん仲俺戦皆終間！,「」エビ師故漁船買郷,74.36%,82.05%,76.92%,100.00%,0.326923,0.097973,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,5,5,5;5;5;5,4,「故郷に娘がいる。もう随分会ってないがな…」 ,…。「」いうがってなにもる会分娘故郷随,…。いうがってなにもる分,「」会娘故郷随,63.16%,73.68%,84.21%,100.00%,0.258065,0.040956,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,6,6,6;6;6;6,4,「ボスはホントにダンボールが好きなんですね…、俺もです」,…、「」がきすでなにねはもんスダトホボルンー俺好,…、がきすでなにはもんスダトボルンー俺,「」ねホ好,79.17%,91.67%,95.83%,100.00%,0.212121,0.058020,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,7,7,7;7;7;7,4,"「時代を変えたければ、それまでの常識に盲従するな。
　何が正しいのかを見極めるのも自分自身になる。
　…そうなんですね、ボス？」",…、。「」いうえかがけしすそたでなにねのばまめもるれをんスボ代何分変常従時極正盲自見識身？,…、。いうえかがけしすそたでなにのばまめもるれをんスボ代何分変時正自見身？,「」ね常従極盲識,82.22%,80.00%,80.00%,100.00%,0.339286,0.125850,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,8,8,8;8;8;8,4,「このマザーベース、一緒に大きくしていきましょう！」,、「」いうきくこしてにのまょザスベマー一大緒！,、いうきくこしてにのまザスー一大緒！,「」ょベマ,78.26%,95.65%,86.96%,100.00%,0.166667,0.061856,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,9,9,9;9;9;9,4,「ボスに拾ってもらえるなんて…。俺がいらなくなったら、いつでも棄ててください」,…、。「」いえがくさただっつてでなにもらるんスボ俺拾棄,…、。いえがくさただっつてでなにもらるんスボ俺棄,「」拾,88.89%,92.59%,92.59%,100.00%,0.325581,0.083045,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,10,10,10;10;10;10,4,「いま、ボスと同じ事を考えていました」,、「」いえしじたてとまをスボ事同考,、いえしじたてとまをスボ事同,「」考,82.35%,88.24%,82.35%,100.00%,0.256410,0.048443,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,11,11,11;11;11;11,4,「無口な俺を、可愛がってくれ」,、「」がくってなれを俺口可愛無,、がくってなれを俺愛,「」口可無,66.67%,86.67%,93.33%,100.00%,0.222222,0.034364,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,12,12,12;12;12;12,4,「あっしのこと、お忘れですかい？　昔、お世話になったんですがね…」,…、「」あいおかがこしすたっでとなにねのれん世忘昔話？,…、あいおかがこしすたっでとなにのれん世？,「」ね忘昔話,77.78%,81.48%,88.89%,100.00%,0.295455,0.071918,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,13,13,13;13;13;13,4,"「レーションの焼きすぎは禁物ですよ。
　でも生焼けで食べるぐらいなら、焼かない方が美味しいと思います」",、。「」いかがきぎぐけしすでとなのはべまもよらるショレンー味思方焼物生禁美食,、。いかがきぐけしすでとなのはまもよらるシレンー味思物生美食,「」ぎべョ方焼禁,78.95%,78.95%,71.05%,100.00%,0.239130,0.098305,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,14,14,14;14;14;14,4,「友達にジョニーって奴がいるんだけど、知りませんか？」,、「」いかがけせだってどにまりるんジニョー友奴知達？,、いかがけせだってどにまりるんニー奴知達？,「」ジョ友,80.77%,84.62%,88.46%,100.00%,0.263158,0.068493,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,15,15,15;15;15;15,4,「波と潮の香り。安らぐぜ…」,…。「」ぐぜとのらり安波潮香,…。ぐとのらり,「」ぜ安波潮香,50.00%,64.29%,57.14%,100.00%,0.148148,0.023891,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,16,16,16;16;16;16,4,「戦場でも着るもののTPOは重要だ。よく考えて選ばないとな…」,OPT…。「」いえくだてでとなのはばもよる場戦着考要選重,OPT…。いえくだてでとなのはばもよる場戦要選,「」着考重,82.14%,92.86%,82.14%,100.00%,0.279070,0.068027,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,17,17,17;17;17;17,4,「おしゃれが好きだ。趣味はＴシャツ集め」 ,。「」おがきしだはめゃれシツャ味好趣集Ｔ,。おがきしだはめゃれシャ味,「」ツ好趣集Ｔ,65.00%,80.00%,70.00%,100.00%,0.142857,0.040816,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,18,18,18;18;18;18,4,"「任務中、無線をCALLするのが好きだ。
　いろいろ情報も聞けるし、一人じゃないって思えるんだ」",ACL、。「」いえがきけしじすだってなのもゃるろをん一中人任務報好思情無線聞,ACL、。いえがきけしじすだってなのもゃるろをん一中人任務思情,「」報好無線聞,81.58%,81.58%,76.32%,100.00%,0.235294,0.094595,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,19,19,19;19;19;19,4,「オイラ、がんばるぞ！」,、「」がぞばるんイオラ！,、がぞばるんイラ！,「」オ,75.00%,91.67%,91.67%,100.00%,0.172414,0.027586,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,20,20,20;20;20;20,4,「こんな場所にずっといると、今日がいつなのか分からなくなる」 ,、「」いかがくこずっつとなにのらるん今分場所日,、いかがくこずっつとなにのらるん分場,「」今所日,78.26%,95.65%,91.30%,100.00%,0.363636,0.061856,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,21,21,21;21;21;21,4,"「…俺は、前いた軍に、国に裏切られたんだ。
　なあ、何になら自分の命が賭けられる？」",…、。「」あいがけただなにのはらるれん何俺分切前命国自裏賭軍？,…、。あいがけただなにのはらるれん何俺分前命国自？,「」切裏賭軍,80.65%,83.87%,80.65%,100.00%,0.357143,0.085616,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,22,22,22;22;22;22,4,「金曜日はカレーにしてくれよ。大好きなんだよ、カレー」,、。「」きくしだてなにはよれんカレー大好日曜金,、。きくしだてなにはよれんレー大,「」カ好日曜金,69.57%,91.30%,86.96%,100.00%,0.235294,0.051020,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,23,23,23;23;23;23,4,"「見てくれよ、この腕の太さ。
　地元のアームレスリング大会で2回連続優勝したんだ。
　その前は準優勝だったが、前の前も優勝だったんだ」",2、。「」がくこさしそただってでのはもよれんアグスムリレンー会優元前勝回地大太準続腕見連,2、。がくこさしそただってでのはもよれんスムリレンー前勝地大続見,「」アグ会優元回太準腕連,72.73%,88.64%,77.27%,100.00%,0.206897,0.100000,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,24,24,24;24;24;24,4,「世の中にはいろんなやつがいるんだな。ここに来て良く分かったよ」,。「」いかがくこただっつてなにのはやよるろん世中分来良,。いかがくこただっつてなにのはやよるろん世中分来,「」良,88.89%,96.30%,85.19%,100.00%,0.325000,0.083045,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,25,25,25;25;25;25,4,「俺が死んだら来世で会いましょう。また、仲間として」,、。「」いうがしただてでとまょらん世仲会俺来死間,、。いうがしただてでとまらん世仲俺来死間,「」ょ会,83.33%,87.50%,83.33%,100.00%,0.272727,0.068966,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,26,26,26;26;26;26,4,「妻は私によくしてくれた。つまり、その、“愛”だな」 ,“”、。「」くしそただつてなにのはまよりれ妻愛私,“”、。くしそただつてなにのはまよりれ愛私,「」妻,87.50%,87.50%,95.83%,100.00%,0.322581,0.072664,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,27,27,27;27;27;27,4,「コスタリカ産コーヒー、美味しかったです。ありがとうございます」,、。「」あいうかがござしすたっでとまりカコスタヒリー味産美,、。あいうかがごしすたっでとまりスタリー味美,「」ざカコヒ産,75.86%,89.66%,75.86%,100.00%,0.220000,0.071429,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,28,28,28;28;28;28,4,「一日一回は銃の掃除をしないと眠れません。早くオーバーホールしたい…」,…。「」いくしせたとなのはまれをんオバホルー一回掃日早眠銃除,…。いくしせたとなのはまれをんバルー一銃除,「」オホ回掃日早眠,70.00%,86.67%,86.67%,100.00%,0.225000,0.067568,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,29,29,29;29;29;29,4,「英雄の手助けなんて、光栄です」,、「」けすてでなのん光助手栄英雄,、けすてでなのん手英雄,「」光助栄,68.75%,75.00%,87.50%,100.00%,0.172414,0.037801,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,30,30,30;30;30;30,4,「山育ちなんで、海とか船とかちょっと…ウェッ。任務に出たい…」,…、。「」いかたちっでとなにょんウェッ任出務山海育船,…、。いかたちっでとなにんッ任出務,「」ょウェ山海育船,65.38%,88.46%,69.23%,100.00%,0.235294,0.054054,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,31,31,31;31;31;31,4,「何もかもがホットだな。この日差しも、ここでの日々も」 ,、。々「」かがこしだでなのもットホ何差日,、。々かがこしだでなのもット何,「」ホ差日,75.00%,85.00%,95.00%,100.00%,0.277778,0.044369,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,32,32,32;32;32;32,4,「俺は、あんたが好きだ」,、「」あがきただはん俺好,、あがきただはん俺,「」好,75.00%,91.67%,91.67%,100.00%,0.225806,0.031142,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,33,33,33;33;33;33,4,「たまには休憩を取ってください、ボス」,、「」いくさただってにはまをスボ休取憩,、いくさただってにはまをスボ,「」休取憩,73.68%,84.21%,84.21%,100.00%,0.225000,0.048110,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,34,34,34;34;34;34,4,「正直、自分に自信がありません。だから、訓練します。強くなりたいんです」 ,、。「」あいかがくしすせただでなにまらりん信分強正直練自訓,、。あいかがくしすせただでなにまらりん分正自,「」信強直練訓,75.86%,82.76%,89.66%,100.00%,0.309524,0.075085,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,35,35,35;35;35;35,4,「こう見えて今年48歳です」,48「」うえこすてで今年歳見,うえこすてで年見,48「」今歳,57.14%,85.71%,85.71%,100.00%,0.108108,0.027397,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,36,36,36;36;36;36,4,"「ボス！　サンタなんていませんよね！
　あいつがサンタはいるとか言って！！」 ",「」あいかがせっつてとなねはまよるんサスタボン言！,あいかがせっつてとなはまよるんサスタボン言！,「」ね,88.00%,96.00%,96.00%,100.00%,0.270270,0.072414,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,37,37,37;37;37;37,4,"「ボス！　サンタさんはいますよね！
　あいつがサンタさんはいないとか言って！！」 ",「」あいかがさすっつてとなねはまよんサスタボン言！,あいかがさすっつてとなはまよんサスタボン言！,「」ね,88.00%,96.00%,96.00%,100.00%,0.239130,0.072414,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,38,38,38;38;38;38,4,「俺もネッシーとかケツァルコアトルに会ってみたいなぁ…」 ,…「」ぁいかたってとなにみもァアケコシッツトネルー会俺,…いかたってとなにみもシットルー俺,「」ぁァアケコツネ会,62.96%,88.89%,85.19%,100.00%,0.194444,0.046823,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,39,39,39;39;39;39,4,「アミーゴ、祭りはまだかい？」 ,、「」いかだはまりアゴミー祭？,、いかだはまりー？,「」アゴミ祭,60.00%,93.33%,93.33%,100.00%,0.240000,0.030822,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,40,40,40;40;40;40,4,「ボス、俺たちのスキルもよく見てくださいね！」,、「」いくさただちてねのもよキスボル俺見！,、いくさただちてのもよキスボル俺見！,「」ね,85.71%,90.48%,95.24%,100.00%,0.212121,0.054983,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,41,41,41;41;41;41,4,「ボス、新しい人材をドンドン入れて、MSFをでっかくしていきましょう！」,FMS、「」いうかきくしってでまょれをスドボン人入新材！,FMS、いうかきくしってでまれをスボン人新！,「」ょド入材,78.57%,96.43%,89.29%,100.00%,0.200000,0.064407,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,42,42,42;42;42;42,4,「俺は仕事と趣味が両立できない。なぜなら、仕事が趣味になっちまうからだ」,、。「」いうかがきぜだちっでとなにはまら両事仕俺味立趣,、。いうかがきだちっでとなにはまら事俺味,「」ぜ両仕立趣,74.07%,70.37%,74.07%,100.00%,0.325581,0.068259,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,43,43,43;43;43;43,4,「ボス！　俺を戦地に派遣してください！　やってやりますよ！」 ,「」いくさしすだってにまやよりをスボ俺地戦派遣！,いくさしすだってにまやよりをスボ俺地戦！,「」派遣,83.33%,87.50%,83.33%,100.00%,0.217391,0.068966,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,44,44,44;44;44;44,4,"「今朝の卵、黄身が2つ入ってたんです。
　だから今日は倍働きますよ！　…っていうくらいの気持ちで！」",2…、。「」いうかがきくすただちっつてでのはまよらん今倍働入卵持日朝気身黄！,2…、。いうかがきくすただちっつてでのはまよらん気身！,「」今倍働入卵持日朝黄,71.05%,78.95%,81.58%,100.00%,0.283019,0.090909,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,45,45,45;45;45;45,4,「命令してください、ボス。俺は自主的には動きません」,、。「」いきくさしせだてにはまんスボ主令俺動命的自,、。いきくさしせだてにはまんスボ俺命自,「」主令動的,76.00%,84.00%,88.00%,100.00%,0.214286,0.065068,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,46,46,46;46;46;46,4,"「ボス！　作戦前に貸した雑誌、返してくだ…え！！　置いてきちゃったんですか！！
俺まだ見てなかったのに！！」",…、「」いえかきくしすただちってでなにのまゃんスボ作俺前戦置見誌貸返雑！,…、いえかきくしすただちってでなにのまゃんスボ作俺前戦見！,「」置誌貸返雑,80.56%,83.33%,80.56%,100.00%,0.245283,0.095238,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,47,47,47;47;47;47,4,「今朝のベーコンはとびきりクリスプだった。こんな日はうまくやれそうだ」,。「」うきくこそただっとなのはびまやりれんクコスプベリンー今日朝,。うきくこそただっとなのはびまやりれんクスプリンー,「」コベ今日朝,78.12%,93.75%,84.38%,100.00%,0.220339,0.074324,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,48,48,48;48;48;48,4,「俺を、本気にさせるミッションを…」 ,…、「」させにるをシッミョン俺本気,…、させにるをシッン俺本気,「」ミョ,76.47%,94.12%,94.12%,100.00%,0.137931,0.041237,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,49,49,49;49;49;49,4,「支援も立派な任務！　何でも言ってください！」 ,「」いくさだってでなも任何務援支派立言！,いくさだってでなも任何務言！,「」援支派立,70.00%,65.00%,65.00%,100.00%,0.176471,0.047945,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,50,50,50;50;50;50,4,"「このタトゥを見てくれ。この星は、オレのくぐった戦地の数だよ。
　まあ、シールだけどな」 ",、。「」あくぐけこただってどなのはまよれをゥオシタトルレー地戦数星見,、。あくぐけこただってどなのはまよれをシタトルレー地戦数見,「」ゥオ星,85.29%,91.18%,82.35%,100.00%,0.268293,0.088435,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,51,51,51;51;51;51,4,「オレの名は… まあいいや。アンタは好きに呼んだらいい」,…。「」あいきだにのはまやらんアオタレン名呼好,…。あいきだにのはまやらんタレン名,「」アオ呼好,73.91%,95.65%,82.61%,100.00%,0.228571,0.054608,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,52,52,52;52;52;52,4,「ここはバカばっかりだ…。だからここが大好きだ」,…。「」かがきこだっはばらりカバ大好,…。かがきこだっはばらりバ大,「」カ好,77.78%,100.00%,88.89%,100.00%,0.187500,0.048276,False,NOT_CANDIDATE,,JPN000E
SLOT_OLANG,5D4C49A2,53,53,53;53;53;53,4,「あんたにもツキを分けてやるよ。さあ、俺を使いな！」,、。「」あいけさたてなにもやよるをんキツ使俺分！,、。あいけさたてなにもやよるをんキ使俺分！,「」ツ,87.50%,95.83%,91.67%,100.00%,0.282051,0.068966,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,54,54,54;54;54;54,4,「ポーカーフェイス。この世界で知った最強の武器だ」 ,。「」こただっでのイェカスフポー世器強最武界知,。こただっでのイスー世器最界知,「」ェカフポ強武,65.22%,78.26%,78.26%,100.00%,0.169811,0.047458,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,55,55,55;55;55;55,4,「昨日の敵は今日の仲間か…」 ,…「」かのは今仲敵日昨間,…かのは仲敵間,「」今日昨,58.33%,83.33%,83.33%,100.00%,0.133333,0.024055,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,56,56,56;56;56;56,4,「おっと…。ルーキー扱いはごめんだぜ、フー…」 ,…、。「」いおごぜだっとはめんキフルー扱,…、。いおごだっとはめんキルー扱,「」ぜフ,80.00%,90.00%,80.00%,100.00%,0.200000,0.047945,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,57,57,57;57;57;57,4,「稼ぎがたまったら、家を買って結婚するんだ…！」,…、「」がぎすただってまらるをん婚家稼結買！,…、がすただってまらるをん家！,「」ぎ婚稼結買,68.18%,77.27%,81.82%,100.00%,0.238095,0.051195,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,58,58,58;58;58;58,4,「ボス、あんた一人のMSFじゃない。それを忘れないでくれよ！」,FMS、。「」あいくじそたでなのゃよれをんスボ一人忘！,FMS、。あいくじそたでなのゃよれをんスボ一人！,「」忘,88.89%,96.30%,92.59%,100.00%,0.250000,0.075601,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,59,59,59;59;59;59,4,"「国に残した妻と娘のために、しっかり稼がないとな…
　…っていう夢を見ました」",…、「」いうかがしたってとなにのまめりを国夢妻娘残稼見,…、いうかがしたってとなにのまめりを国見,「」夢妻娘残稼,74.07%,81.48%,81.48%,100.00%,0.266667,0.068259,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,60,60,60;60;60;60,4,「ここの飯はなかなかいける。だが一番はママの飯だ」 ,。「」いかがけこだなのはるマ一番飯,。いかがけこだなのはる一飯,「」マ番,76.47%,88.24%,88.24%,100.00%,0.275862,0.044828,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,61,61,61;61;61;61,4,「帰ってくる場所があるのはいいな。あんたについてきて良かったよ」,。「」あいかがきくたっつてなにのはよるん場帰所良,。あいかがきくたっつてなにのはよるん場,「」帰所良,79.17%,95.83%,87.50%,100.00%,0.315789,0.065292,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,62,62,62;62;62;62,4,「俺に、顔がそっくりの奴がいたような…。もちろん他人のそら似だ」,…、。「」いうがくそただちっなにのもよらりろん人他似俺奴顔,…、。いうがくそただちっなにのもよらりろん人他俺奴,「」似顔,86.21%,86.21%,86.21%,100.00%,0.311111,0.086207,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,63,63,63;63;63;63,4,「ダンボールを踏み台にすれば、高いところにも一人で登れるかも…」 ,…、「」いかこすでとにばみもるれろをダボルンー一人台登踏高,…、いかこすでとにばみもるれろをダボルンー一人,「」台登踏高,79.31%,93.10%,79.31%,100.00%,0.229167,0.075085,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,64,64,64;64;64;64,4,"「いつか彼女が出来たら、一緒にダンボールに入りたい…。
　二人だけの時間を楽しむんだ…」",…、。「」いかがけしただつにのむらりをんダボルンー一二人入出女彼時来楽緒間,…、。いかがけしただつにのらりをんダボルンー一人出女彼時来緒間,「」む二入楽,83.78%,89.19%,81.08%,100.00%,0.292683,0.102389,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,65,65,65;65;65;65,4,「届け物って、その時に不足しているものが送られてくると、泣けてきます」,、「」いがきくけしすそってとにのまもらるれ不届時泣物足送,、いがきくけしすそってとにのまもらるれ時物送,「」不届泣足,78.57%,89.29%,85.71%,100.00%,0.270270,0.071672,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,66,66,66;66;66;66,4,"「仲間同士、声をかけ合っていこう！
　でも、かける言葉が見つからない！　…ということがないように、
　あらかじめ『ENTRY GATE』の『CO-OPS COMM.』で準備しておこう！」",-.ACEGMNOPRSTY…、「」『』あいうおかがけこしじっつてでとなにのめもよらるを仲備合同士声準葉見言間！,-.ACEGMNOPRST…、『』あいうおかがけこしじっつてでとなにのめもよらるを仲同士声見言間！,Y「」備合準葉,87.50%,96.43%,80.36%,100.00%,0.257143,0.128713,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,67,67,67;67;67;67,4,「スタッフの配置は“適材適所”が鉄則ですな。さて、私は何処に行きましょう？」,“”、。「」うがきさしすてでなにのはまょスタッフ何処則所材私置行適配鉄？,“”、。うがきさしすてでなにのはまスタッ何私配？,「」ょフ処則所材置行適鉄,66.67%,80.56%,83.33%,100.00%,0.200000,0.076923,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,68,68,68;68;68;68,4,「士気が高まってると、持ってる以上の能力が発揮出来ます。やるぜ！」,、。「」がすぜってとのまやる上以出力士持揮来気発能高！,、。がすってとのまやる出力士来気！,「」ぜ上以持揮発能高,62.96%,85.19%,74.07%,100.00%,0.195122,0.057432,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,69,69,69;69;69;69,4,「重い武器をかついで走るのって辛いっすよ。走る速度も遅くなりますよ…」,…。「」いかくすっつてでなのまもよりるを器度武走辛速遅重,…。いかくすっつてでなのまもよりるを器度,「」武走辛速遅重,71.43%,89.29%,85.71%,100.00%,0.260870,0.068027,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,70,70,70;70;70;70,4,"「足音がほとんどしないスーツがあるって聞きました。
　そんなのがあったら後ろに立たれても気づかないと思いますよ」",。「」あいかがきしすそたっづてとどなにのほまもよらるれろんスツー後思気立聞足音,。あいかがきしすそたってとどなにのまもよらるれろんスー思気,「」づほツ後立聞足音,74.36%,89.74%,82.05%,100.00%,0.301887,0.097973,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,71,71,71;71;71;71,4,「どんな大型兵器にも弱点があるはず…、俺は諦めない！」,…、「」あいがずどなにはめもるん俺兵器型大弱点諦！,…、あいがずどなにはめもるん俺兵器大！,「」型弱点諦,76.00%,88.00%,80.00%,100.00%,0.250000,0.065068,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,72,72,72;72;72;72,4,「気絶してたってそりゃ起きますよ。何度も叩かれたら！」 ,。「」かきしすそたってまもゃよらりれ何叩度気絶起！,。かきしすそたってまもゃよらりれ何度気！,「」叩絶起,80.00%,88.00%,84.00%,100.00%,0.222222,0.068729,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,73,73,73;73;73;73,4,「俺の夢は『遠くから撃ってもフルトン回収出来る武器』の開発なんだ…」,…「」『』かくだってなのはもらるんトフルン俺出収器回夢撃来武発遠開,…『』かくだってなのはもらるんトルン俺出器来開,「」フ収回夢撃武発遠,69.70%,84.85%,81.82%,100.00%,0.195652,0.066890,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,74,74,74;74;74;74,4,"「『M10』が好きなんだよ…。
　連射スピードが速くて『AUTO AIM』の有効距離が長いからね」",01AIMOTU…。「」『』いかがきくだてなねのよらんスドピー効好射有距速連長離,01AIMOTU…。『』いかがきくだてなのよらんスー,「」ねドピ効好射有距速連長離,65.00%,92.50%,77.50%,100.00%,0.180000,0.072368,False,NOT_CANDIDATE,,JPN0007;JPN000E
SLOT_OLANG,5D4C49A2,75,75,75;75;75;75,4,"「『アナライザー』を使えば良い兵士を選りすぐって集めることが出来る…。
　それは合理的だ…」",…。「」『』いえがぐこすそだってとはばめりるれをアイザナラー使兵出合士来理的良選集,…。『』いえがぐこすそだってとはばめりるれをイザラー使兵出士来理選,「」アナ合的良集,80.49%,92.68%,75.61%,100.00%,0.194030,0.104730,False,NOT_CANDIDATE,,JPN0007;JPN000E
