codepoint,decimal,character,present,glyph_index,record_file_offset,record_hex,bearing_x,width,advance,reserved,u0,v0,u1,v1,own_nonzero,own_bbox,paired_00c7_nonzero,paired_00c7_bbox,paired_00c7_sha256
U+5EA6,24230,度,YES,224,0x20CEA,02B501D602F702180002004200440000,2,66,68,0,693,470,759,536,1877,"[2,3,63,64]",1986,"[4,2,64,64]",01fd4fac19759a15cf8a52b5447ae6463cb383b0cd974784c1bfc244ab55432b
U+5EF6,24310,延,YES,225,0x20CFA,02FA01D6033C02180002004200440000,2,66,68,0,762,470,828,536,2001,"[2,4,64,64]",1996,"[7,4,66,63]",cb58ecc1f49a46c96f92e362a9c3ecdd0ba84dba8bd5a18808caa8a546448ddf
U+5F04,24324,弄,YES,226,0x20D0A,034101D6038302180004004200450000,4,66,69,0,833,470,899,536,1389,"[4,5,63,64]",1417,"[6,3,62,62]",ac4fd1054c44248d6ffdb39a975b68ec8511e8691f4c0dbad57148505a36532e
U+5F7C,24444,彼,YES,227,0x20D1A,038601D603C802180002004200440000,2,66,68,0,902,470,968,536,2060,"[2,3,64,64]",1330,"[6,3,62,62]",c941c48bad5c43bd83046b1c8c651c9c58cf0caa22276a260d3915319e825ff1
U+5FC5,24517,必,YES,228,0x20D2A,03CB01D6040D02180002004200450000,2,66,69,0,971,470,1037,536,1582,"[2,4,63,62]",1447,"[5,2,65,61]",65b315069f6ad66a171c9d645dd5068751cf921bbe2a1490c44e9fa64b679374
U+5FD7,24535,志,YES,229,0x20D3A,041101D6045302180003004200440000,3,66,68,0,1041,470,1107,536,1469,"[3,2,64,62]",1270,"[4,3,66,63]",edf66aaae214823ca460c1b2df9c8101d0e06d2354f161b8482d318b6fb42f62
U+5FE0,24544,忠,YES,230,0x20D4A,045701D6049902180003004200450000,3,66,69,0,1111,470,1177,536,1674,"[3,3,63,62]",1203,"[6,5,65,62]",302ac234ea46f645923aeced79fbf11b20145b5bd5592339ab0d99d0e2be1d35
U+601D,24605,思,YES,231,0x20D5A,049D01D604DF02180003004200440000,3,66,68,0,1181,470,1247,536,1894,"[3,3,64,62]",1787,"[11,6,66,63]",5fb91b28a13d900093f1e18c08bf430f08c86516cd48b8fdfac57ae4c9cf13c2
U+60C5,24773,情,YES,232,0x20D6A,04E101D6052302180001004200450000,1,66,69,0,1249,470,1315,536,2029,"[1,3,63,64]",1457,"[16,6,66,62]",3695b59856f2af9703899bd15478556712cd91dfa7dfbf8e1daf3b09a3d91447
U+60F3,24819,想,YES,233,0x20D7A,052601D6056802180002004200450000,2,66,69,0,1318,470,1384,536,2106,"[2,3,63,62]",1490,"[0,6,66,63]",f074cf25c099a92f27d2601c2ec1061c05eb95dad10c22e98197e54caf7b0169
U+610F,24847,意,YES,234,0x20D8A,056C01D605AE02180003004200440000,3,66,68,0,1388,470,1454,536,1831,"[3,3,64,62]",1644,"[0,5,66,63]",a1eb3c67e2863c0064fb98cf0468251eb854245de781af62d83b8458d5e45ddd
U+611B,24859,愛,YES,235,0x20D9A,05B101D605F302180002004200440000,2,66,68,0,1457,470,1523,536,2148,"[2,3,64,64]",1686,"[0,5,66,62]",b4290e371b0685f87e4d95c485f99dbabe5e8793780d9f190dcf5bd265445500
U+611F,24863,感,YES,236,0x20DAA,05F501D6063702180001004200440000,1,66,68,0,1525,470,1591,536,2293,"[1,2,64,62]",1052,"[0,4,66,62]",ca66b884725aeb9a21185306402317585cb8741932d7921710cada4635fae210
U+614B,24907,態,YES,237,0x20DBA,063901D6067B02180001004200440000,1,66,68,0,1593,470,1659,536,2354,"[1,3,64,62]",821,"[0,7,66,63]",7f90277463b01e21f2672400e023bf6385807bb34d2aa8715b63958a29b42a82
U+6210,25104,成,YES,238,0x20DCA,067F01D606C102180003004200440000,3,66,68,0,1663,470,1729,536,1834,"[4,4,64,64]",1009,"[0,3,66,63]",db258fbd4824d924feb6aa3422180318c6ced8f9d1da3eaf0de357911fec968e
U+6211,25105,我,YES,239,0x20DDA,06C501D6070702180003004200440000,3,66,68,0,1733,470,1799,536,1887,"[3,3,64,62]",984,"[0,3,66,62]",541205e6efa8aed98178571a97655e2bce73b401cd77cd9f4782b7da7428dedb
U+6226,25126,戦,YES,240,0x20DEA,070A01D6074C02180002004200430000,2,66,67,0,1802,470,1868,536,2220,"[2,3,65,64]",1243,"[0,2,66,64]",898c2fa10e914261ce75871ebf5e058342cf48ddbdf514490055b8d9f792680e
U+623B,25147,戻,YES,241,0x20DFA,075001D6079202180003004200460000,3,66,70,0,1872,470,1938,536,1615,"[3,4,62,63]",1257,"[0,3,66,64]",06acbb84180bd516af1d28ccb3146c73302173d07e76233e6e9b554726f82514
U+624B,25163,手,YES,242,0x20E0A,079501D607D702180002004200450000,2,66,69,0,1941,470,2007,536,1122,"[2,5,63,64]",1467,"[0,4,66,63]",624f304a4fc52d9766b409f0e36b393c8c496a79b5c71a18ae02f70c97a4559f
U+6271,25201,扱,YES,243,0x20E1A,000302190045025B0002004200440000,2,66,68,0,3,537,69,603,2044,"[2,2,64,63]",1496,"[4,6,58,63]",721821530c3974aa3e1ddb5fbaa6d12842272310b8cfab536b84b01adb1df136
U+6291,25233,抑,YES,244,0x20E2A,004702190089025B0001004200460000,1,66,70,0,71,537,137,603,2144,"[1,3,62,64]",1258,"[6,6,65,63]",b0788f6935241110a6e48e56619eb31f040ebb588d297b6e10aba6bf0ba41655
U+629C,25244,抜,YES,245,0x20E3A,008B021900CD025B0001004200440000,1,66,68,0,139,537,205,603,1897,"[2,4,64,64]",1343,"[9,3,66,63]",a62b42b1a4071f2ecb179ecc2f9fa36beeae18d26bf27b82c9043f86b98c6f20
U+629E,25246,択,YES,246,0x20E4A,00D102190113025B0003004200440000,3,66,68,0,209,537,275,603,1839,"[3,3,64,64]",1487,"[8,3,66,63]",c2cc480c552fef8c213a158011bafd8c2d67461c080e5aa217adc7c5a4f262d8
U+6307,25351,指,YES,247,0x20E5A,011602190158025B0002004200450000,2,66,69,0,278,537,344,603,2020,"[2,3,63,64]",1478,"[5,3,65,63]",a09c9e0710c38076266c9543992595df305efdfd122a1afdcdc057856d56bf24
U+6392,25490,排,YES,248,0x20E6A,01590219019B025B0000004200440000,0,66,68,0,345,537,411,603,2118,"[1,3,64,64]",1147,"[14,5,66,62]",67d9aaac935a835303ce486dc79baec0e28609deb0c5524c4a4d03f28d8a4322
U+653F,25919,政,YES,249,0x20E7A,019D021901DF025B0001004200430000,1,66,67,0,413,537,479,603,1832,"[1,3,65,64]",1422,"[0,5,66,64]",f5e4454ceea80ba510231f600d7e422656670345385e8eede0b9defefcdf7bde
U+6570,25968,数,YES,250,0x20E8A,01E202190224025B0002004200440000,2,66,68,0,482,537,548,603,1973,"[3,3,64,64]",1211,"[0,6,66,63]",92c705782a63b50017d00c3fb656aaf74232de0f50108cb98d1da47962753c3e
U+6575,25973,敵,YES,251,0x20E9A,022602190268025B0001004200430000,1,66,67,0,550,537,616,603,2166,"[2,3,64,64]",1672,"[0,2,66,63]",13e00feb547d4cdb65bc342250fe6c6885d0e05361b66403e848c5f22c668fe9
U+65B0,26032,新,YES,252,0x20EAA,026A021902AC025B0001004200440000,1,66,68,0,618,537,684,603,2036,"[1,3,64,64]",1386,"[0,2,66,63]",b02878daa9526f15a82bed7b9f61acba2ba87923a6d0b0ad00d5172b968c4012
U+660E,26126,明,YES,253,0x20EBA,02B2021902F4025B0005004200460000,5,66,70,0,690,537,756,603,1960,"[5,3,62,64]",1195,"[0,5,66,63]",681cfddd2336cac1de8b38b7b63dec4b931fe67e5f021acbd13e912f68e26829
U+6642,26178,時,YES,254,0x20ECA,02FA0219033C025B0005004200440000,5,66,68,0,762,537,828,603,1797,"[5,4,64,63]",1316,"[0,6,66,62]",3fd924bd28f54749705833213ca66a7055b25a8bf84c930f26f18ae2c2fca5cf
U+66B4,26292,暴,YES,255,0x20EDA,033E02190380025B0001004200440000,1,66,68,0,830,537,896,603,2057,"[1,3,64,64]",1527,"[0,2,66,63]",73d440f6285792bf30b073a0e42ffc6f403a218d87ce3be6cba1f203bce3e522
U+6700,26368,最,YES,256,0x20EEA,0383021903C5025B0002004200440000,2,66,68,0,899,537,965,603,1964,"[2,3,64,65]",1141,"[0,4,66,62]",d6d75f5511a0eb5c8ea32d700ca3dd274936283474caca29fba791155efee503
U+671B,26395,望,YES,257,0x20EFA,03C90219040B025B0003004200450000,3,66,69,0,969,537,1035,603,1855,"[3,2,63,61]",1103,"[0,2,66,63]",e217ef7ef7a1b488c9f58696d0a8d4b7ff85f8d36426a983a490f0118846974f
U+671F,26399,期,YES,258,0x20F0A,040E02190450025B0002004200450000,2,66,69,0,1038,537,1104,603,2261,"[2,3,63,63]",1676,"[0,6,66,63]",8ae9e836af5922d80bd6d9889220a5c37c363458b647f990c8999e1bd76f199b
U+672B,26411,末,YES,259,0x20F1A,045402190496025B0003004200450000,3,66,69,0,1108,537,1174,603,1341,"[3,3,63,64]",1602,"[0,6,66,63]",4671357adac22a054bc0096926fad9ea19b5db08b2859cdd05e316803b6613b8
U+672C,26412,本,YES,260,0x20F2A,0499021904DB025B0002004200440000,2,66,68,0,1177,537,1243,603,1367,"[2,3,64,64]",1516,"[0,2,66,63]",68b1e97393c0f9c9da7956110f95cd7b6036481f7728179fe73655a24aec7a91
U+6765,26469,来,YES,261,0x20F3A,04DE02190520025B0002004200450000,2,66,69,0,1246,537,1312,603,1534,"[2,3,63,64]",1476,"[0,6,66,63]",10a2e4bc65727bf5a67159686d0ea82ef0944b368de3abfaaeaefacc8abd035d
U+68B0,26800,械,YES,262,0x20F4A,052202190564025B0001004200440000,1,66,68,0,1314,537,1380,603,2141,"[1,3,64,64]",1452,"[0,3,66,63]",c3b218ac51fc502569c13d623e8d0a5b2dc9e43e24a45b782bc4efa3a1ec9669
U+68C4,26820,棄,YES,263,0x20F5A,0567021905A9025B0002004200430000,2,66,67,0,1383,537,1449,603,2057,"[2,3,65,64]",1272,"[0,4,66,63]",79f9ef0a0ba27f053a7acc450f92d592d7124ff25391e970dc2ca924c8af202c
U+68EE,26862,森,YES,264,0x20F6A,05AB021905ED025B0001004200430000,1,66,67,0,1451,537,1517,603,1947,"[1,3,65,64]",1384,"[0,5,66,63]",781a076cbaa64b3ade78f8b9f52815f0d7b2e5fc317aaf3dcc196538aa3b4133
U+69CB,27083,構,YES,265,0x20F7A,05EE02190630025B0000004200430000,0,66,67,0,1518,537,1584,603,2433,"[1,3,65,64]",1445,"[0,5,66,62]",e14f940d9a8239ade7e175d775dbb4b607422dbb055f696081659e291f88386b
U+6A19,27161,標,YES,266,0x20F8A,063202190674025B0001004200440000,1,66,68,0,1586,537,1652,603,2178,"[1,3,64,64]",1518,"[0,5,66,63]",d2391e76d96529c52606a979fc508e4ec04a74a968a6eb8fc6c8da8c7c297f89
U+6A29,27177,権,YES,267,0x20F9A,0675021906B7025B0000004200450000,0,66,69,0,1653,537,1719,603,2206,"[1,3,63,63]",1443,"[0,3,66,63]",287530639103dc8bb99b3613deaa1d50a0029ef5f0afc54e72b613a514e9aa57
U+6A5F,27231,機,YES,268,0x20FAA,06B9021906FB025B0001004200450000,1,66,69,0,1721,537,1787,603,2463,"[1,2,63,64]",1557,"[0,3,66,63]",6e034776c7b46e6e894ce2ee1da80efe58feafd5fbdcb9be6dd65228f73671fe
U+6B32,27442,欲,YES,269,0x20FBA,06FC0219073E025B0000004200430000,0,66,67,0,1788,537,1854,603,1889,"[1,2,65,64]",1587,"[0,6,66,63]",db5b275ef7ea093601f75e36ee243497f847ab7e31db30fcb136f49d14f22cba
U+6B62,27490,止,YES,270,0x20FCA,074102190783025B0002004200450000,2,66,69,0,1857,537,1923,603,1177,"[3,3,63,61]",1458,"[0,6,52,63]",c28ccb492e64e15a61bad3e31e314cb315fa26b739fbbf405d0d3302e784f543
U+6B63,27491,正,YES,271,0x20FDA,0787021907C9025B0003004200450000,3,66,69,0,1927,537,1993,603,1192,"[3,5,63,61]",1452,"[0,3,54,62]",85226ddf1080268450cd6c7d69b0dd3a8aca91146fec5620a0ce6c5c59c4fd08
U+6B69,27497,歩,YES,272,0x20FEA,0003025C0045029E0002004200450000,2,66,69,0,3,604,69,670,1550,"[2,4,63,64]",1791,"[4,3,64,63]",6904f6afda6fcdde7eafde1d76c9f159051056f23c182775a71ccda2faa9c0af
U+6B7B,27515,死,YES,273,0x20FFA,0048025C008A029E0002004200450000,2,66,69,0,72,604,138,670,1641,"[2,4,63,63]",1782,"[9,3,66,61]",cc4b1924729832a38795166496bffc714c1329c6b72722ca02711e69dd3b7143
U+6BBA,27578,殺,YES,274,0x2100A,008C025C00CE029E0001004200440000,1,66,68,0,140,604,206,670,2066,"[1,3,64,64]",1765,"[9,4,66,63]",457032b88b891805d1db83e597f56c8ebb492cdb17f7007260d7ad2071c58090
U+6C17,27671,気,YES,275,0x2101A,00D2025C0114029E0003004200450000,3,66,69,0,210,604,276,670,1524,"[3,3,63,64]",1864,"[11,3,66,64]",4d4d3cd020c16c5c2c00cfde3997efdb132cd805828053e8f567cf88d389b113
U+6E21,28193,渡,YES,276,0x2102A,0118025C015A029E0003004200450000,3,66,69,0,280,604,346,670,2154,"[3,3,63,64]",1804,"[14,2,66,63]",cac5352bce67977c2831b11814e7c199521581c7a7781f228e3dab4651f828f8
U+7269,29289,物,YES,277,0x2103A,015D025C019F029E0002004200440000,2,66,68,0,349,604,415,670,2144,"[2,3,64,64]",1632,"[0,2,66,63]",89c14f9840c8bdbe041fb86f610875708adca83ec449872b822ce9e7370972af
U+72AF,29359,犯,YES,278,0x2104A,01A2025C01E4029E0002004200440000,2,66,68,0,418,604,484,670,1873,"[2,5,64,64]",1609,"[0,2,66,63]",e0f144d4f5911210cb8aeae7faafb19bdca51d5793fc5bfcef60e47f16947616
U+72B6,29366,状,YES,279,0x2105A,01E7025C0229029E0002004200440000,2,66,68,0,487,604,553,670,1702,"[2,4,64,64]",1648,"[0,3,66,63]",4950bd6315b7e79b171709e6f30ad180781008de36a78d09f47665d168523e9b
U+7344,29508,獄,YES,280,0x2106A,022C025C026E029E0002004200430000,2,66,67,0,556,604,622,670,2115,"[2,3,65,64]",1670,"[0,3,66,63]",6a1033c669f32610c8b6cc94b74cbc6b3d5128c2505f413e6aefb0e3b2f87f5a
U+73FE,29694,現,YES,281,0x2107A,0270025C02B2029E0001004200440000,1,66,68,0,624,604,690,670,2011,"[1,3,64,64]",1895,"[0,3,66,63]",46b63d26d925f771d1c1b9714cea787d9a5175cfd2cba97686a48aea1f1448a3
U+7406,29702,理,YES,282,0x2108A,02B4025C02F6029E0001004200450000,1,66,69,0,692,604,758,670,1996,"[2,3,63,61]",1666,"[0,3,66,62]",85d17e6f707ebbbe9c59eb7e06cbf408b3de7e9b50f1b8eb3fec8a75da5a1b18
U+751F,29983,生,YES,283,0x2109A,02FA025C033C029E0003004200460000,3,66,70,0,762,604,828,670,1172,"[3,4,62,59]",1795,"[0,3,66,64]",14fc995337448ebafe8fdfd9e95c13f3a90c0d4be65a9fb0e988810d85180058
U+7528,29992,用,YES,284,0x210AA,0340025C0382029E0003004200480000,3,66,72,0,832,604,898,670,1683,"[3,4,60,63]",1837,"[0,4,66,63]",9b983fcf51d923c131f4ba69301977e2cb149215bee56312174ff201b2c2366c
U+7531,30001,由,YES,285,0x210BA,038B025C03CD029E0008004200470000,8,66,71,0,907,604,973,670,1538,"[8,4,61,63]",1770,"[0,2,66,63]",2bd80183194f7f5ce33f295583db5b860fefada352a87a2e68043f7c705fc9fe
U+754C,30028,界,YES,286,0x210CA,03D1025C0413029E0003004200450000,3,66,69,0,977,604,1043,670,1748,"[3,2,63,65]",1795,"[0,2,66,63]",d6ef694ee8fb00a7817549155dc60255d56bc6202dd1f63d46a391233f48b840
U+7570,30064,異,YES,287,0x210DA,0417025C0459029E0003004200440000,3,66,68,0,1047,604,1113,670,1797,"[3,3,64,63]",1748,"[0,3,66,63]",59637b16382aa1d9f9fe9541963cc6f152c804d240e8006cbe04bcdbead49aaa
U+75C5,30149,病,YES,288,0x210EA,045B025C049D029E0001004200450000,1,66,69,0,1115,604,1181,670,2018,"[1,3,63,63]",1944,"[0,3,66,63]",fd4705d37a8d0f0b04d3e1068a04c7c3eb98812f2e59524a1b8b01462b7ee4c5
U+7686,30342,皆,YES,289,0x210FA,04A0025C04E2029E0002004200440000,2,66,68,0,1184,604,1250,670,1899,"[2,3,64,64]",1772,"[0,5,66,64]",b0d244902b5c1855b84013cf8253483146e64ae4bc83ee1070adf2405467bd41
U+76EE,30446,目,YES,290,0x2110A,04EF025C0531029E000C0042004B0000,12,66,75,0,1263,604,1329,670,1310,"[12,4,57,63]",1861,"[0,3,66,63]",c4ddd937588d29496369b63d480218e80e9ba6c850a4360adb62265d32d12640
U+771F,30495,真,YES,291,0x2111A,0534025C0576029E0002004200450000,2,66,69,0,1332,604,1398,670,1645,"[3,3,63,64]",1862,"[0,3,66,64]",76ca4f659dce3e2ad86da0bdbfdb2fb5119dfa265122a6c6804d913e25b02b33
U+77E5,30693,知,YES,292,0x2112A,0579025C05BB029E0002004200450000,2,66,69,0,1401,604,1467,670,1860,"[2,3,63,64]",1618,"[0,5,66,64]",6c0afc1e04f48123fc2c017716bfbbd43c31d3149579e2412d3c3090946a80a0
U+7814,30740,研,YES,293,0x2113A,05BC025C05FE029E0000004200430000,0,66,67,0,1468,604,1534,670,1993,"[1,4,65,63]",1464,"[0,6,66,63]",cf26d25dab57d771b0416be38e6805c3a206f5d4fe67147ba0adf1d7c86ab85c
U+78BA,30906,確,YES,294,0x2114A,05FF025C0641029E0000004200440000,0,66,68,0,1535,604,1601,670,2256,"[1,3,64,64]",1423,"[0,7,66,62]",7f9adc0a05509a6e40a981cf63c904b2e5c197bc1bfe1dd97ce5d84719ecaace
U+793C,31036,礼,YES,295,0x2115A,0645025C0687029E0003004200450000,3,66,69,0,1605,604,1671,670,1495,"[3,4,63,64]",1569,"[0,6,66,64]",9bd9f09690fbb834af197b45a5f0e162f827e0fa22fad8ee8041155ffd326f7b
U+7956,31062,祖,YES,296,0x2116A,0689025C06CB029E0001004200440000,1,66,68,0,1673,604,1739,670,1898,"[1,4,64,64]",1736,"[0,6,66,63]",3b237ccb6a0b5a164fc4efe830d66536929f0bdf7574cf56d97d56e9a825abb1
U+79C1,31169,私,YES,297,0x2117A,06CE025C0710029E0002004200450000,2,66,69,0,1742,604,1808,670,1681,"[2,4,63,64]",1484,"[0,6,66,64]",f2520c659b5d6a6607b38d0e9dc161a733e442037aaf3f20fda36cd00a407c54
U+7A2E,31278,種,YES,298,0x2118A,0712025C0754029E0001004200440000,1,66,68,0,1810,604,1876,670,2245,"[1,3,64,63]",1738,"[0,6,50,64]",276d720af4e5c4e17fe5a0362cc67ff0d620f18b85123e48cdc4a3073256b5f8
U+7A62,31330,穢,YES,299,0x2119A,0755025C0797029E0000004200430000,0,66,67,0,1877,604,1943,670,2366,"[1,3,65,64]",1975,"[2,6,55,63]",f70f0a6e6e32703be5c2a0a9097837ea4c9ef55bebe35500b9b110a08007685e
U+7A76,31350,究,YES,300,0x211AA,079A025C07DC029E0002004200440000,2,66,68,0,1946,604,2012,670,1662,"[2,3,64,63]",2113,"[6,6,60,63]",0641f9993c7646cb7b93299d7abd835dc9e8d65cec29bb2c675975da8703c95b
U+7A7A,31354,空,YES,301,0x211BA,0003029F004502E10002004200440000,2,66,68,0,3,671,69,737,1533,"[2,3,64,61]",2073,"[4,3,65,64]",75d154b9ab8b8dd50b6bf6f8d27c09c450d30024e08531c43867009e4b1ef3b5
U+7B54,31572,答,YES,302,0x211CA,0048029F008A02E10002004200440000,2,66,68,0,72,671,138,737,1642,"[3,2,64,64]",1974,"[3,4,64,64]",252a11ec40cf671592bd640744413cea76add976e4b2a58598f99c4f068de108
U+7C73,31859,米,YES,303,0x211DA,008E029F00D002E10003004200450000,3,66,69,0,142,671,208,737,1505,"[3,3,63,64]",1746,"[3,4,63,63]",39febdf9959bfd7c739e4be8eb44ed7156793b6d2aef3c509dda98a943cd4b2a
U+7D1B,32027,紛,YES,304,0x211EA,00D3029F011502E10002004200440000,2,66,68,0,211,671,277,737,2022,"[2,3,64,65]",1953,"[2,2,64,63]",da3b1c611eb2cfc4c9f8699b1690683192ff890382d46afffb5bb9316c366dbd
U+7D42,32066,終,YES,305,0x211FA,0118029F015A02E10002004200440000,2,66,68,0,280,671,346,737,1983,"[2,3,64,63]",1954,"[4,3,62,61]",661fdd282567e3cd9da209c8e49f094bf1667fcd0e791a0c3c913738f5365588
U+7D9A,32154,続,YES,306,0x2120A,015C029F019E02E10001004200440000,1,66,68,0,348,671,414,737,2221,"[1,2,64,63]",1766,"[6,3,66,63]",6d7926893449b761d85363ac3dabc82b436155a0890a93dfbf79166efaa18411
U+7DD2,32210,緒,YES,307,0x2121A,01A0029F01E202E10001004200440000,1,66,68,0,416,671,482,737,2251,"[2,3,64,65]",1794,"[8,2,66,61]",6ca1ec1f608d559423e3a127daa5dba770333d15bbec42a37313080085e67a17
U+7E4B,32331,繋,YES,308,0x2122A,01E5029F022702E10002004200440000,2,66,68,0,485,671,551,737,2264,"[2,3,64,63]",1848,"[7,4,66,63]",b861567a20ab9dd8980f50a0047890972e130c0a175d0365e806f05be60c8347
U+7F8E,32654,美,YES,309,0x2123A,022B029F026D02E10003004200450000,3,66,69,0,555,671,621,737,1583,"[3,3,63,64]",2095,"[4,3,66,62]",085d507378ef51d8c09c38db439cfb3d9326e962ebc7c5b69dd6f28a39259a3c
U+7FFB,32763,翻,YES,310,0x2124A,026F029F02B102E10001004200450000,1,66,69,0,623,671,689,737,2631,"[1,3,63,64]",1838,"[6,3,66,62]",2c76fdd7a1150f4764e04e9a4ab7509d241f6b8fd5f57f0bd0f8ee4a28ea7c6d
U+8005,32773,者,YES,311,0x2125A,02B4029F02F602E10002004200450000,2,66,69,0,692,671,758,737,1579,"[2,4,63,64]",1864,"[8,3,66,63]",e1221825658d6cb761027aa54794d2840b33861535c0f7fbdac563bdff87c667
U+8010,32784,耐,YES,312,0x2126A,02F9029F033B02E10002004200440000,2,66,68,0,761,671,827,737,2102,"[2,3,64,64]",1828,"[7,3,66,64]",361ccb4f885316e2b7c5ae690d4db7b4eb6e0e67550c84332a22e1951080c940
U+8074,32884,聴,YES,313,0x2127A,033C029F037E02E10000004200440000,0,66,68,0,828,671,894,737,2327,"[0,3,64,64]",2088,"[0,3,66,61]",10b8e1d8871d2b511d8fdc7f4ae168827220edf9b8bafae59b22972eff1c494f
U+80CC,32972,背,YES,314,0x2128A,0382029F03C402E10003004200450000,3,66,69,0,898,671,964,737,1741,"[3,3,63,64]",1837,"[9,3,66,63]",b4ad3729dd59c40986254651a6e473c1bed48910edc39db948eb77be609d119a
U+81C6,33222,臆,YES,315,0x2129A,03C7029F040902E10002004200440000,2,66,68,0,967,671,1033,737,2340,"[2,3,64,64]",1947,"[12,2,66,61]",2c35c1fe8e2fca7e99c43a9302e1871ef2f1d38978525665315156348b882e75
U+81CD,33229,臍,YES,316,0x212AA,040C029F044E02E10002004200430000,2,66,67,0,1036,671,1102,737,2206,"[2,2,65,64]",1910,"[0,3,66,62]",e342e03d1ea2c5c2da9fcd773cf3f64f13b7bb5b9caecd97fb25a1f567d57473
U+81EA,33258,自,YES,317,0x212BA,0459029F049B02E1000A004200490000,10,66,73,0,1113,671,1179,737,1375,"[10,3,59,64]",2007,"[2,3,63,61]",2cf8f0bb0f44a44d8d96aa992e3abf04e1b769105615cd6172e6738a5b348e15
U+82F1,33521,英,YES,318,0x212CA,049E029F04E002E10002004200450000,2,66,69,0,1182,671,1248,737,1741,"[2,3,63,64]",1984,"[1,3,63,64]",6574361006217da0f88f5c2211e34844dc3c609fc0de231a4d353a8f232e2fa0
U+865A,34394,虚,YES,319,0x212DA,04E3029F052502E10002004200440000,2,66,68,0,1251,671,1317,737,2088,"[2,3,64,64]",2044,"[1,3,63,64]",bea72c9195358311fbee08820d8dc3e1d8a047396f6b91eeae66064bdec12e33
U+86EE,34542,蛮,YES,320,0x212EA,0529029F056B02E10003004200460000,3,66,70,0,1321,671,1387,737,1897,"[3,3,62,65]",992,"[4,4,62,60]",119e7badcbafb0fb169539ebc07e51aeec03a0fe4dc0082c5aba5a449b683032
U+8912,35090,褒,YES,321,0x212FA,056E029F05B002E10002004200440000,2,66,68,0,1390,671,1456,737,2005,"[2,3,64,65]",1496,"[2,4,62,64]",ec6fc397cc52a5d1ac5f960cb46fb298bd3783818752be5b62442ccf882e5d7e
U+8981,35201,要,YES,322,0x2130A,05B4029F05F602E10003004200440000,3,66,68,0,1460,671,1526,737,1939,"[3,2,64,64]",1572,"[3,3,62,63]",9c553d39e8ca0b59c2a82114f56a4832c6c598de7f3bb1e23265221488ad091f
U+898B,35211,見,YES,323,0x2131A,05FA029F063C02E10003004200440000,3,66,68,0,1530,671,1596,737,1602,"[4,2,64,64]",1786,"[2,3,61,63]",771cfc8d67c257618ab069c28f0f63c14cab9d4654c0c08a66328b1bf9279309
U+899A,35226,覚,YES,324,0x2132A,063F029F068102E10002004200440000,2,66,68,0,1599,671,1665,737,1867,"[2,3,64,64]",2025,"[3,6,63,64]",1849e5e14aee04dce8b4842cebe205dfffdf699dcfd223413a0c5d68711225e1
U+89B3,35251,観,YES,325,0x2133A,0683029F06C502E10001004200430000,1,66,67,0,1667,671,1733,737,2470,"[2,2,65,64]",1024,"[8,4,60,64]",9842564c0c51dd324a6823321911c081a257b21bec34c3e59b6cbb51a026b12c
U+8A00,35328,言,YES,326,0x2134A,06C9029F070B02E10003004200450000,3,66,69,0,1737,671,1803,737,1266,"[3,3,63,63]",1292,"[4,3,66,62]",c61a446c26ca0474948da7275377cfa24643c3cf18496da59520b8b99e1a7b2f
U+8A18,35352,記,YES,327,0x2135A,070E029F075002E10002004200430000,2,66,67,0,1806,671,1872,737,1796,"[2,3,65,63]",1457,"[12,2,66,64]",2df3087592d67fc1067a056c50fe501b7c0f8131ff8ddc7773def090dfe64183
U+8A34,35380,訴,YES,328,0x2136A,0753029F079502E10002004200450000,2,66,69,0,1875,671,1941,737,1947,"[2,3,63,65]",1741,"[6,3,66,63]",0cb616d60a0c3076c47196c3fdfa28d89d292d1235190b6bfa7c64881d3ed24c
U+8A3C,35388,証,YES,329,0x2137A,0799029F07DB02E10003004200440000,3,66,68,0,1945,671,2011,737,1887,"[3,4,64,63]",1902,"[10,3,66,64]",5a460d118889b8deae221ce99cfd7132943fef5dac61c1bce9a42120b615482b
U+8A95,35477,誕,YES,330,0x2138A,000302E2004503240002004200450000,2,66,69,0,3,738,69,804,2191,"[2,4,63,64]",1984,"[1,3,62,64]",28951083d5ec9754f3698886d7b0609d31e4cf306178e0134bc0870f3696f77e
U+8CA0,36000,負,YES,331,0x2139A,004802E2008A03240002004200450000,2,66,69,0,72,738,138,804,1613,"[2,3,63,63]",1941,"[1,3,62,63]",597137ef9904cf11d247149001313f9220f03b1878b42158e7558a469ffdf40a
U+8CB0,36016,貰,YES,332,0x213AA,008D02E200CF03240002004200450000,2,66,69,0,141,738,207,804,1937,"[2,4,63,64]",2083,"[1,3,63,63]",694ba38e30f2356b8d47e0b3c0f3153a1fc84247b49b9def5760b6b09db506b6
U+8EAB,36523,身,YES,333,0x213BA,00D402E2011603240004004200440000,4,66,68,0,212,738,278,804,1616,"[4,3,64,64]",2000,"[0,3,60,64]",b2fd631ce393821d6ac59f506d9d99e2a51e5cfce9b57e0ca3e88fc428982484
U+8EE2,36578,転,YES,334,0x213CA,011802E2015A03240001004200440000,1,66,68,0,280,738,346,804,1905,"[1,3,64,64]",1975,"[0,3,62,63]",3f0822b5320e9205097418f38fa869006af5b9a9b3bd31e65a45abf3a11163be
