file_id,unique_index,first_reference_index,reference_indices,reference_count,scene_context,entity_context,previous_jpn_text,jpn_text,next_jpn_text,jpn_control_tokens,cn_text,cn_control_tokens,control_structure_status,jpn_utf8_bytes,cn_utf8_bytes,translation_status,build_status,ingame_status,translation_basis,notes,mlg_cn_reference,mlg_cn_reference_variants,eng_reference,eng_reference_variants,reference_status,reference_method,reference_reason
LANG_STAGETELOP.OLANG,0,0,0;0,2,,page156:tag:entity0:key00C0CE51:ref0:ord0;page168:tag:entity0:key00C0CE51:ref0:ord0,,LOADING POINT,MSF基地,,,,NOT_CHECKED,13,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,,[],LOADING POINT,"[""LOADING POINT""]",AUX_UNCHANGED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,auxiliary bank retains the original JPN text; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,1,1,1;1,2,,page156:tag:entity1:key0008F1C2:ref1:ord0;page168:tag:entity1:key0008F1C2:ref1:ord0,LOADING POINT,MSF基地,NEXT AREA [ MSF BASE ],,,,NOT_CHECKED,9,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,,[],MSF Base,"[""MSF Base""]",AUX_UNCHANGED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,auxiliary bank retains the original JPN text; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,56,56,56;56,2,,page156:tag:entity56:key0012A0D1:ref56:ord0;page168:tag:entity56:key0012A0D1:ref56:ord0,採掘場底部,NEXT AREA [ MINING PIT ],AI兵器格納庫,,,,NOT_CHECKED,24,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,57,57,57;57,2,,page156:tag:entity57:key0008F1C2:ref57:ord0;page168:tag:entity57:key0008F1C2:ref57:ord0,NEXT AREA [ MINING PIT ],AI兵器格納庫,NEXT AREA [ AI WEAPON HANGAR ],,,,NOT_CHECKED,17,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,AI兵器机库,"[""AI兵器机库""]",AI Weapon Hangar,"[""AI Weapon Hangar""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,58,58,58;58,2,,page156:tag:entity58:key0012A0D1:ref58:ord0;page168:tag:entity58:key0012A0D1:ref58:ord0,AI兵器格納庫,NEXT AREA [ AI WEAPON HANGAR ],地下通路A,,,,NOT_CHECKED,30,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,59,59,59;59,2,,page156:tag:entity59:key0008F1C2:ref59:ord0;page168:tag:entity59:key0008F1C2:ref59:ord0,NEXT AREA [ AI WEAPON HANGAR ],地下通路A,NEXT AREA [ UNDERGROUND PASSAGE A ],,,,NOT_CHECKED,13,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,地下通道A,"[""地下通道A""]",Underground Passage A,"[""Underground Passage A""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,60,60,60;60,2,,page156:tag:entity60:key0012A0D1:ref60:ord0;page168:tag:entity60:key0012A0D1:ref60:ord0,地下通路A,NEXT AREA [ UNDERGROUND PASSAGE A ],地下通路B,,,,NOT_CHECKED,35,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,61,61,61;61,2,,page156:tag:entity61:key0008F1C2:ref61:ord0;page168:tag:entity61:key0008F1C2:ref61:ord0,NEXT AREA [ UNDERGROUND PASSAGE A ],地下通路B,NEXT AREA [ UNDERGROUND PASSAGE B ],,,,NOT_CHECKED,13,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,地下通道B,"[""地下通道B""]",Underground Passage B,"[""Underground Passage B""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,62,62,62;62,2,,page156:tag:entity62:key0012A0D1:ref62:ord0;page168:tag:entity62:key0012A0D1:ref62:ord0,地下通路B,NEXT AREA [ UNDERGROUND PASSAGE B ],独房,,,,NOT_CHECKED,35,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,63,63,63;63,2,,page156:tag:entity63:key0008F1C2:ref63:ord0;page168:tag:entity63:key0008F1C2:ref63:ord0,NEXT AREA [ UNDERGROUND PASSAGE B ],独房,NEXT AREA [ TORTURE CHAMBER ],,,,NOT_CHECKED,6,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,拷问室,"[""拷问室""]",Torture Chamber,"[""Torture Chamber""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,64,64,64;64,2,,page156:tag:entity64:key0012A0D1:ref64:ord0;page168:tag:entity64:key0012A0D1:ref64:ord0,独房,NEXT AREA [ TORTURE CHAMBER ],通用口,,,,NOT_CHECKED,29,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,65,65,65;65,2,,page156:tag:entity65:key0008F1C2:ref65:ord0;page168:tag:entity65:key0008F1C2:ref65:ord0,NEXT AREA [ TORTURE CHAMBER ],通用口,NEXT AREA [ BACK GATE ],,,,NOT_CHECKED,9,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,后门,"[""后门""]",Back Gate,"[""Back Gate""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,66,66,66;66,2,,page156:tag:entity66:key0012A0D1:ref66:ord0;page168:tag:entity66:key0012A0D1:ref66:ord0,通用口,NEXT AREA [ BACK GATE ],メンテナンスドック（小）,,,,NOT_CHECKED,23,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,67,67,67;67,2,,page156:tag:entity67:key0008F1C2:ref67:ord0;page168:tag:entity67:key0008F1C2:ref67:ord0,NEXT AREA [ BACK GATE ],メンテナンスドック（小）,NEXT AREA [ SMALL MAINTENANCE DOCK ],,,,NOT_CHECKED,36,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,小型维修船坞,"[""小型维修船坞""]",Small Maintenance Dock,"[""Small Maintenance Dock""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,68,68,68;68,2,,page156:tag:entity68:key0012A0D1:ref68:ord0;page168:tag:entity68:key0012A0D1:ref68:ord0,メンテナンスドック（小）,NEXT AREA [ SMALL MAINTENANCE DOCK ],屋上,,,,NOT_CHECKED,36,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,69,69,69;69,2,,page156:tag:entity69:key0008F1C2:ref69:ord0;page168:tag:entity69:key0008F1C2:ref69:ord0,NEXT AREA [ SMALL MAINTENANCE DOCK ],屋上,NEXT AREA [ ROOFTOP ],,,,NOT_CHECKED,6,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,屋顶,"[""屋顶""]",Rooftop,"[""Rooftop""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,70,70,70;70,2,,page156:tag:entity70:key0012A0D1:ref70:ord0;page168:tag:entity70:key0012A0D1:ref70:ord0,屋上,NEXT AREA [ ROOFTOP ],メンテナンスドック（大）,,,,NOT_CHECKED,21,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,71,71,71;71,2,,page156:tag:entity71:key0008F1C2:ref71:ord0;page168:tag:entity71:key0008F1C2:ref71:ord0,NEXT AREA [ ROOFTOP ],メンテナンスドック（大）,NEXT AREA [ MAIN MAINTENANCE DOCK ],,,,NOT_CHECKED,36,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,主维修船坞,"[""主维修船坞""]",Main Maintenance Dock,"[""Main Maintenance Dock""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,72,72,72;72,2,,page156:tag:entity72:key0012A0D1:ref72:ord0;page168:tag:entity72:key0012A0D1:ref72:ord0,メンテナンスドック（大）,NEXT AREA [ MAIN MAINTENANCE DOCK ],滑走路,,,,NOT_CHECKED,35,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,73,73,73;73,2,,page156:tag:entity73:key0008F1C2:ref73:ord0;page168:tag:entity73:key0008F1C2:ref73:ord0,NEXT AREA [ MAIN MAINTENANCE DOCK ],滑走路,NEXT AREA [ RUNWAY ],,,,NOT_CHECKED,9,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,跑道,"[""跑道""]",Runway,"[""Runway""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,74,74,74;74,2,,page156:tag:entity74:key0012A0D1:ref74:ord0;page168:tag:entity74:key0012A0D1:ref74:ord0,滑走路,NEXT AREA [ RUNWAY ],キルハウス,,,,NOT_CHECKED,20,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,75,75,75;75,2,,page156:tag:entity75:key0008F1C2:ref75:ord0;page168:tag:entity75:key0008F1C2:ref75:ord0,NEXT AREA [ RUNWAY ],キルハウス,NEXT AREA [ KILL HOUSE ],,,,NOT_CHECKED,15,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,猎杀屋,"[""猎杀屋""]",Kill House,"[""Kill House""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,76,76,76;76,2,,page156:tag:entity76:key0012A0D1:ref76:ord0;page168:tag:entity76:key0012A0D1:ref76:ord0,キルハウス,NEXT AREA [ KILL HOUSE ],マザーベース / 甲板,,,,NOT_CHECKED,24,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,77,77,77;77,2,,page156:tag:entity77:key0008F1C2:ref77:ord0;page168:tag:entity77:key0008F1C2:ref77:ord0,NEXT AREA [ KILL HOUSE ],マザーベース / 甲板,NEXT AREA [ MOTHER-BASE: DECK ],,,,NOT_CHECKED,27,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,甲板,"[""甲板""]",Deck,"[""Deck""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,78,78,78;78,2,,page156:tag:entity78:key0012A0D1:ref78:ord0;page168:tag:entity78:key0012A0D1:ref78:ord0,マザーベース / 甲板,NEXT AREA [ MOTHER-BASE: DECK ],イスラ・デル・モンストルオ,,,,NOT_CHECKED,31,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,79,79,79;79,2,,page156:tag:entity79:key0008F1C2:ref79:ord0;page168:tag:entity79:key0008F1C2:ref79:ord0,NEXT AREA [ MOTHER-BASE: DECK ],イスラ・デル・モンストルオ,NEXT AREA [ ISLA DEL MONSTRUO ],,,,NOT_CHECKED,39,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,怪物岛,"[""怪物岛""]",Isla del Monstruo,"[""Isla del Monstruo""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,80,80,80;80,2,,page156:tag:entity80:key0012A0D1:ref80:ord0;page168:tag:entity80:key0012A0D1:ref80:ord0,イスラ・デル・モンストルオ,NEXT AREA [ ISLA DEL MONSTRUO ],st_region0041,,,,NOT_CHECKED,31,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,81,81,81;81,2,,page156:tag:entity81:key0008F1C2:ref81:ord0;page168:tag:entity81:key0008F1C2:ref81:ord0,NEXT AREA [ ISLA DEL MONSTRUO ],st_region0041,NEXT AREA [ 41 ],,,,NOT_CHECKED,13,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,,[],st_region0041,"[""st_region0041""]",AUX_UNCHANGED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,auxiliary bank retains the original JPN text; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,82,82,82;82,2,,page156:tag:entity82:key0012A0D1:ref82:ord0;page168:tag:entity82:key0012A0D1:ref82:ord0,st_region0041,NEXT AREA [ 41 ],st_region0042,,,,NOT_CHECKED,16,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,83,83,83;83,2,,page156:tag:entity83:key0008F1C2:ref83:ord0;page168:tag:entity83:key0008F1C2:ref83:ord0,NEXT AREA [ 41 ],st_region0042,NEXT AREA [ 42 ],,,,NOT_CHECKED,13,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,,[],st_region0042,"[""st_region0042""]",AUX_UNCHANGED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,auxiliary bank retains the original JPN text; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,84,84,84;84,2,,page156:tag:entity84:key0012A0D1:ref84:ord0;page168:tag:entity84:key0012A0D1:ref84:ord0,st_region0042,NEXT AREA [ 42 ],st_region0043,,,,NOT_CHECKED,16,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,NEXT AREA:,"[""NEXT AREA:""]",NEXT AREA:,"[""NEXT AREA:""]",AUX_CN_ATTACHED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,master status=AUX_CN_ATTACHED; mapping method=exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity; candidate attached as auxiliary evidence only; verify against JPN and context; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
LANG_STAGETELOP.OLANG,85,85,85;85,2,,page156:tag:entity85:key0008F1C2:ref85:ord0;page168:tag:entity85:key0008F1C2:ref85:ord0,NEXT AREA [ 42 ],st_region0043,NEXT AREA [ 43 ],,,,NOT_CHECKED,13,,NOT_STARTED,NOT_BUILT,NOT_TESTED,JPN_PRIMARY; MLG_CN_CONTEXT_AUXILIARY,mechanical template; resource_class=STAGEDAT_OLANG; source_objects=2,,[],st_region0043,"[""st_region0043""]",AUX_UNCHANGED,exact_jpn_stagedat_page_entry_reference_index;same_page_en_companion_entity_identity,auxiliary bank retains the original JPN text; auxiliary candidates only; JPN remains authoritative; verify against JPN text and context
