codepoint,character,unicode_name,category,occurrence_count,resource_classes,is_han,is_ascii,is_kana,is_punctuation,is_symbol,selector_requirement
U+8D77,起,CJK UNIFIED IDEOGRAPH-8D77,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8EAB,身,CJK UNIFIED IDEOGRAPH-8EAB,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8F6C,转,CJK UNIFIED IDEOGRAPH-8F6C,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8F97,辗,CJK UNIFIED IDEOGRAPH-8F97,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FB1,辱,CJK UNIFIED IDEOGRAPH-8FB1,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FC7,过,CJK UNIFIED IDEOGRAPH-8FC7,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FD4,返,CJK UNIFIED IDEOGRAPH-8FD4,Lo,4,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FD8,还,CJK UNIFIED IDEOGRAPH-8FD8,Lo,7,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FD9,这,CJK UNIFIED IDEOGRAPH-8FD9,Lo,12,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FDB,进,CJK UNIFIED IDEOGRAPH-8FDB,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FDC,远,CJK UNIFIED IDEOGRAPH-8FDC,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FDE,连,CJK UNIFIED IDEOGRAPH-8FDE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+8FDF,迟,CJK UNIFIED IDEOGRAPH-8FDF,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9000,退,CJK UNIFIED IDEOGRAPH-9000,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9009,选,CJK UNIFIED IDEOGRAPH-9009,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+901A,通,CJK UNIFIED IDEOGRAPH-901A,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9020,造,CJK UNIFIED IDEOGRAPH-9020,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9047,遇,CJK UNIFIED IDEOGRAPH-9047,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9053,道,CJK UNIFIED IDEOGRAPH-9053,Lo,10,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9080,邀,CJK UNIFIED IDEOGRAPH-9080,Lo,6,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+90A3,那,CJK UNIFIED IDEOGRAPH-90A3,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+90FD,都,CJK UNIFIED IDEOGRAPH-90FD,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+91CC,里,CJK UNIFIED IDEOGRAPH-91CC,Lo,7,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+91CD,重,CJK UNIFIED IDEOGRAPH-91CD,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+91CE,野,CJK UNIFIED IDEOGRAPH-91CE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+91CF,量,CJK UNIFIED IDEOGRAPH-91CF,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9519,错,CJK UNIFIED IDEOGRAPH-9519,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+95ED,闭,CJK UNIFIED IDEOGRAPH-95ED,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+95EE,问,CJK UNIFIED IDEOGRAPH-95EE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+95F4,间,CJK UNIFIED IDEOGRAPH-95F4,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+961F,队,CJK UNIFIED IDEOGRAPH-961F,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9646,陆,CJK UNIFIED IDEOGRAPH-9646,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9664,除,CJK UNIFIED IDEOGRAPH-9664,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+968F,随,CJK UNIFIED IDEOGRAPH-968F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+96BE,难,CJK UNIFIED IDEOGRAPH-96BE,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+96C4,雄,CJK UNIFIED IDEOGRAPH-96C4,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9700,需,CJK UNIFIED IDEOGRAPH-9700,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9762,面,CJK UNIFIED IDEOGRAPH-9762,Lo,18,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9769,革,CJK UNIFIED IDEOGRAPH-9769,Lo,3,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+987B,须,CJK UNIFIED IDEOGRAPH-987B,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9886,领,CJK UNIFIED IDEOGRAPH-9886,Lo,2,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9898,题,CJK UNIFIED IDEOGRAPH-9898,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+98DE,飞,CJK UNIFIED IDEOGRAPH-98DE,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+996D,饭,CJK UNIFIED IDEOGRAPH-996D,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9996,首,CJK UNIFIED IDEOGRAPH-9996,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+9E1F,鸟,CJK UNIFIED IDEOGRAPH-9E1F,Lo,5,LOOSE_OLANG,YES,NO,NO,NO,NO,PROVEN_001C
U+FF01,！,FULLWIDTH EXCLAMATION MARK,Po,4,LOOSE_OLANG,NO,NO,NO,YES,NO,PROVEN_001C
U+FF0C,，,FULLWIDTH COMMA,Po,43,LOOSE_OLANG,NO,NO,NO,YES,NO,PROVEN_001C
U+FF1A,：,FULLWIDTH COLON,Po,1,LOOSE_OLANG,NO,NO,NO,YES,NO,PROVEN_001C
U+FF1F,？,FULLWIDTH QUESTION MARK,Po,7,LOOSE_OLANG,NO,NO,NO,YES,NO,PROVEN_001C
