source,container,stream_index,stream_offset,next_text_stream_offset,distance_to_next_text_stream,stream_probe_size,parsed_extent,valid_data_overlaps_next_stream,block_index,block_offset_in_stream,block_file_offset,block_total_size,block_end_file_offset,field_04_hex,field_08_hex,version,relative_value,size_minus_four,field_1c_hex,offset_table_file_offset,text_base_file_offset,text_capacity,briefing_id,translation_unit_id,logical_ids_json,identifier_status,text_index,text_relative_offset,text_file_offset,terminator_file_offset,terminator_present,jpn_text,jpn_control_tokens,jpn_utf8_bytes,parse_status,parse_error,cn_text,lane,file_id,mlg_cn_reference,mlg_cn_reference_variants,eng_reference,eng_reference_variants,reference_status,reference_method,reference_reason,eng_source_rows_json,alignment_shape
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,3,274,0x73D7A,0x73DB1,YES,"ブースターを破壊すれば突進は防げる？
",[],55,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,"那么如果我打掉推进器，
它就无法冲锋了？","[""那么如果我打掉推进器，\n它就无法冲锋了？""]","So if I take out the boosters, it won't be able to
charge?
","[""So if I take out the boosters, it won't be able to\ncharge?\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#3; block_semantic_score=0.206867.,"[""0xFFDA0#3""]",1:1
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,4,330,0x73DB2,0x73DC5,YES,"その通りだ。
",[],19,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,没错。,"[""没错。""]","Right.
","[""Right.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#4; block_semantic_score=0.206867.,"[""0xFFDA0#4""]",1:1
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,5,350,0x73DC6,0x73E2B,YES,"まあ、突進はホフクでピューパの下に潜り込めばかわせる
だろうけど…。
",[],101,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,我想你也可以躺在它下面来躲避攻击…,"[""我想你也可以躺在它下面来躲避攻击…""]","I suppose you could also avoid its attacks by lying
down beneath it...
","[""I suppose you could also avoid its attacks by lying\ndown beneath it...\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#5; block_semantic_score=0.206867.,"[""0xFFDA0#5""]",1:1
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,6,452,0x73E2C,0x73E82,YES,"あ、それから、ピューパには電撃ユニットが装備されてい
る。
",[],86,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,Pupa还配备了电击装置。,"[""Pupa还配备了电击装置。""]","The Pupa is also equipped with electrical shock
units.
","[""The Pupa is also equipped with electrical shock\nunits.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#6; block_semantic_score=0.206867.,"[""0xFFDA0#6""]",1:1
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,7,539,0x73E83,0x73ED9,YES,"電撃を誘導するための、避雷針のようなものも搭載してい
る。
",[],86,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,"它用这些装置——
看起来像避雷针——来引导放电。","[""它用这些装置——\n看起来像避雷针——来引导放电。""]","It uses these devices - they look like lightning rods
- to direct discharge.
","[""It uses these devices - they look like lightning rods\n- to direct discharge.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#7; block_semantic_score=0.206867.,"[""0xFFDA0#7""]",1:1
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,8,626,0x73EDA,0x73F29,YES,"それは電撃を撃たれる前に壊してしまいたいところだな。
",[],79,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,"看来我也得把那些
东西的插头拔掉才行。","[""看来我也得把那些\n东西的插头拔掉才行。""]","Guess I should probably pull the plug on those, too.
","[""Guess I should probably pull the plug on those, too.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#8; block_semantic_score=0.206867.,"[""0xFFDA0#8""]",1:1
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,9,706,0x73F2A,0x73F9F,YES,"ああ。あとは…AIで動いているメカの共通点だけど、AIを
破壊すれば行動不能になる。
",[],117,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,"和所有AI机器一样，只要干掉AI本身，
就能让整台机体瘫痪。","[""和所有AI机器一样，只要干掉AI本身，\n就能让整台机体瘫痪。""]","as with all AI machines, you can incapacitate the
entire unit by taking out the AI itself.
","[""as with all AI machines, you can incapacitate the\nentire unit by taking out the AI itself.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#10; block_semantic_score=0.206867.,"[""0xFFDA0#10""]",1:1
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,10,824,0x73FA0,0x7401C,YES,"ハッチをこじ開けて乗り込めば、AIの記憶板を抜き取れる。
そうなったらこっちのもんだ。
",[],124,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,"如果你能打开舱门爬进去，
就可以拔出记忆板——AI就断电了。","[""如果你能打开舱门爬进去，\n就可以拔出记忆板——AI就断电了。""]","If you can get the hatch open and climb inside, you
can pull out the memory boards -
lights out, AI.
","[""If you can get the hatch open and climb inside, you\ncan pull out the memory boards -\nlights out, AI.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,"JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:2; JPN blocks=0x73C10; ENG blocks=0xFFDA0,0xFFDA0; ENG source rows=0xFFDA0#11,0xFFDA0#12; block_semantic_score=0.206867.","[""0xFFDA0#11"", ""0xFFDA0#12""]",1:2
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,11,949,0x7401D,0x740A5,YES,"記憶板は何かに再利用できるかもしれない。できそうなら
AIポッドへの乗り込みを試してみてくれ。
",[],136,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,"那些主板也许能为我们所用。如果可能的话，试着钻进
AI舱里，给它来一下子。","[""那些主板也许能为我们所用。如果可能的话，试着钻进\nAI舱里，给它来一下子。""]","We may be able to use those boards for ourselves.
If you can, try and get inside the AI pod and have
a crack at it.
","[""We may be able to use those boards for ourselves.\nIf you can, try and get inside the AI pod and have\na crack at it.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,"JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:2; JPN blocks=0x73C10; ENG blocks=0xFFDA0,0xFFDA0; ENG source rows=0xFFDA0#13,0xFFDA0#14; block_semantic_score=0.206867.","[""0xFFDA0#13"", ""0xFFDA0#14""]",1:2
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,12,1086,0x740A6,0x74123,YES,"とはいえ、まずはある程度ダメージを与えて動きを止めな
いと、乗り込むこともできない。
",[],125,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,"不过你得先把它打到无法
动弹，才能这么做。","[""不过你得先把它打到无法\n动弹，才能这么做。""]","You won't be able to do that until you've damaged
it enough to stop it from moving, first.
","[""You won't be able to do that until you've damaged\nit enough to stop it from moving, first.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#15; block_semantic_score=0.206867.,"[""0xFFDA0#15""]",1:1
JPN,0076531D,114,0x73000,0x74000,4096,65536,4448,YES,1,0xC10,0x73C10,1352,0x74160,0xFFFFFFFF,0xFFFFFFFF,20,76,1348,0x00000000,0x73C30,0x73C68,1272,,STREAM_073000_BLOCK_0C10,[],NONE,13,1212,0x74124,0x7415E,YES,"わかった。まずは正攻法で攻めてみよう。
",[],58,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_073C10,明白。先用常规战术，然后再来。,"[""明白。先用常规战术，然后再来。""]","Got it. Usual tactics first, then.
","[""Got it. Usual tactics first, then.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x73C10; ENG blocks=0xFFDA0; ENG source rows=0xFFDA0#16; block_semantic_score=0.206867.,"[""0xFFDA0#16""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,0,0,0x74370,0x743EE,YES,"クリサリスは人間を乗せないことで、有人兵器では不可能
な超高Gの機動を可能にしている。
",[],126,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,"因为是无人兵器，Chrysalis能做出普通飞机
做不到的极限G力机动。","[""因为是无人兵器，Chrysalis能做出普通飞机\n做不到的极限G力机动。""]","Being an unmanned vehicle,
the Chrysalis can perform extreme G-force
maneuvers that standard aircraft can't.
","[""Being an unmanned vehicle,\nthe Chrysalis can perform extreme G-force\nmaneuvers that standard aircraft can't.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,"JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:2; JPN blocks=0x74310; ENG blocks=0x1003F0,0x1003F0; ENG source rows=0x1003F0#0,0x1003F0#1; block_semantic_score=0.226401.","[""0x1003F0#0"", ""0x1003F0#1""]",1:2
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,1,127,0x743EF,0x7444B,YES,"向こうが攻撃を仕掛けてくるときに反撃するのは難しいだ
ろうな。
",[],92,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,一旦它朝你冲过来，就很难反击。,"[""一旦它朝你冲过来，就很难反击。""]","It'll be difficult to counter-attack once it's coming
at you.
","[""It'll be difficult to counter-attack once it's coming\nat you.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#2; block_semantic_score=0.226401.,"[""0x1003F0#2""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,2,220,0x7444C,0x7448F,YES,"それから、あいつはレールガンを搭載している。
",[],67,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,对了，它还装备了一门轨道炮。,"[""对了，它还装备了一门轨道炮。""]","I should mention that it's also equipped with a
railgun.
","[""I should mention that it's also equipped with a\nrailgun.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#3; block_semantic_score=0.226401.,"[""0x1003F0#3""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,3,288,0x74490,0x744A3,YES,"レールガン？
",[],19,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,什么？,"[""什么？""]","A what?
","[""A what?\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#4; block_semantic_score=0.226401.,"[""0x1003F0#4""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,4,308,0x744A4,0x744E7,YES,"火薬の代わりに電磁力で砲弾を発射する武器さ。
",[],67,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,"一种不用火药，而是利用
电磁力发射炮弹的武器。","[""一种不用火药，而是利用\n电磁力发射炮弹的武器。""]","A weapon that fires rounds using electromagnetic
force in lieu of gunpowder.
","[""A weapon that fires rounds using electromagnetic\nforce in lieu of gunpowder.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#5; block_semantic_score=0.226401.,"[""0x1003F0#5""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,5,376,0x744E8,0x744FB,YES,"電子兵器か？
",[],19,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,等等…用电的武器？,"[""等等…用电的武器？""]","Wait... An electric weapon?
","[""Wait... An electric weapon?\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#6; block_semantic_score=0.226401.,"[""0x1003F0#6""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,6,396,0x744FC,0x7452D,YES,"いや、砲弾自体は物理的なものだ。
",[],49,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,它是让电流通过磁场来产生推力的。,"[""它是让电流通过磁场来产生推力的。""]","It creates force by running an electric current
through a magnetic field.
","[""It creates force by running an electric current\nthrough a magnetic field.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#8; block_semantic_score=0.226401.,"[""0x1003F0#8""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,7,446,0x7452E,0x745A5,YES,"磁界に電流を流すと力が生じる。フレミング左手の法則さ。
学校で習わなかったかい？
",[],119,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,弗莱明左手定则——学校没教过你吗？,"[""弗莱明左手定则——学校没教过你吗？""]","Fleming's left-hand rule - didn't they teach you that
at school?
","[""Fleming's left-hand rule - didn't they teach you that\nat school?\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#9; block_semantic_score=0.226401.,"[""0x1003F0#9""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,8,566,0x745A6,0x745C2,YES,"いや、知らないな。
",[],28,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,我们学校没教。,"[""我们学校没教。""]","Not at mine.
","[""Not at mine.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#10; block_semantic_score=0.226401.,"[""0x1003F0#10""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,9,595,0x745C3,0x74655,YES,"まあいい。とにかくレールガンは電磁力を使用している。
発射前には電力をチャージしなくてはならない。
",[],146,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,哦。总之，因为轨道炮利用电磁力，,"[""哦。总之，因为轨道炮利用电磁力，""]","Oh. Anyway, as the railgun uses electromagnetic
force,
","[""Oh. Anyway, as the railgun uses electromagnetic\nforce,\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#11; block_semantic_score=0.226401.,"[""0x1003F0#11""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,10,742,0x74656,0x74696,YES,"チャージが始まったら回避行動を取ってくれ。
",[],64,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,"一旦看到它开始充能，
立刻采取规避动作。","[""一旦看到它开始充能，\n立刻采取规避动作。""]","Once you see it starting to charge, take immediate
evasive action.
","[""Once you see it starting to charge, take immediate\nevasive action.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#13; block_semantic_score=0.226401.,"[""0x1003F0#13""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,11,807,0x74697,0x746F8,YES,"ちなみに、AIを破壊すれば無力化できるというのはピュー
パと同じだ。
",[],97,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,"另外，和Pupa一样，
摧毁AI就能让机体瘫痪。","[""另外，和Pupa一样，\n摧毁AI就能让机体瘫痪。""]","Also, as with the Pupa, destroying the AI will put
the unit out of commission.
","[""Also, as with the Pupa, destroying the AI will put\nthe unit out of commission.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#14; block_semantic_score=0.226401.,"[""0x1003F0#14""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,12,905,0x746F9,0x74748,YES,"ダメージが蓄積されれば、クリサリスは着陸するだろう。
",[],79,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,造成足够伤害，它就不得不降落。,"[""造成足够伤害，它就不得不降落。""]","Do enough damage and it'll have to land.
","[""Do enough damage and it'll have to land.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#15; block_semantic_score=0.226401.,"[""0x1003F0#15""]",1:1
JPN,0076531D,115,0x74000,0x75000,4096,65536,3964,NO,0,0x310,0x74310,1292,0x74824,0xFFFFFFFF,0xFFFFFFFF,20,84,1288,0x00000000,0x74330,0x74370,1204,,STREAM_074000_BLOCK_0310,[],NONE,13,985,0x74749,0x7477C,YES,"その隙にAIポッドに乗り込んでくれ。
",[],51,SUCCESS,,,JPN_FILES,BRIEFING_FILES_BLOCK_074310,趁那个机会进入AI舱。,"[""趁那个机会进入AI舱。""]","Use that opportunity to get in the AI pod.
","[""Use that opportunity to get in the AI pod.\n""]",AUX_REFERENCE_SEMANTIC_ALIGNED,FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP,JPN is authoritative; auxiliary alignment=FILES_RECIPROCAL_BLOCK_SEMANTIC_PLUS_CONTEXT_DP; shape=1:1; JPN blocks=0x74310; ENG blocks=0x1003F0; ENG source rows=0x1003F0#16; block_semantic_score=0.226401.,"[""0x1003F0#16""]",1:1
